"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","osd0.nobjs-scaling.skyhook-pg0.wisc.cloudlab.us",,,,"User:","jlefevre"
"Cmdline:","dstat -av --epoch --integer --noheaders --output 8osds.vary.nobjs.5K.osd0.dstat.log 5",,,,"Date:","05 May 2017 22:03:38 CDT"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",,"procs",,,"memory usage",,,,"paging",,"dsk/total",,"system",,"total cpu usage",,,,,,"epoch"
0.005,0.010,99.985,0.0,0.0,0.0,0.0,0.0,3628.200,8331.600,0.0,0.0,145.600,162.200,0.0,0.0,0.0,2192465920.0,3362816.0,243728384.0,1.66340636672e+11,0.0,0.0,0.0,0.0,145.600,162.200,0.010,0.010,99.980,0.0,0.0,0.0,1494039868.685
0.005,0.010,99.985,0.0,0.0,0.0,0.0,2457.600,4317.800,9363.800,0.0,0.0,175.600,190.200,0.0,0.0,0.400,2192637952.0,3371008.0,243732480.0,1.66340452352e+11,0.0,0.0,0.0,2457.600,175.800,190.600,0.005,0.010,99.985,0.0,0.0,0.0,1494039873.685
0.095,0.290,99.240,0.375,0.0,0.0,67683123.200,0.0,41514.400,56812518.400,0.0,0.0,1588.800,1324.800,0.400,0.200,0.0,2276163584.0,3371008.0,579244032.0,1.65921415168e+11,0.0,0.0,67683123.200,0.0,1591.200,1324.400,0.090,0.290,99.245,0.375,0.0,0.0,1494039878.685
0.145,0.441,99.084,0.325,0.0,0.005,118444032.0,9830.400,56319.600,94037464.400,0.0,0.0,2667.400,2203.0,0.200,0.600,0.0,2418106368.0,3387392.0,1173749760.0,1.65184950272e+11,0.0,0.0,118444032.0,9830.400,2664.800,2203.0,0.145,0.441,99.084,0.325,0.0,0.005,1494039883.685
0.110,0.400,99.299,0.185,0.0,0.005,104616755.200,4096.0,45356.600,80758192.400,0.0,0.0,2264.800,1940.200,0.200,0.200,0.0,2538979328.0,3395584.0,1696849920.0,1.6454096896e+11,0.0,0.0,104800256.0,4096.0,2266.0,1942.600,0.110,0.405,99.294,0.185,0.0,0.005,1494039888.685
0.090,0.400,99.294,0.205,0.0,0.010,87149772.800,7372.800,63176.400,129344744.200,0.0,0.0,2715.0,1782.200,0.0,0.0,0.400,2356883456.0,3411968.0,2133078016.0,1.64286820352e+11,0.0,0.0,86966272.0,7372.800,2714.800,1781.200,0.090,0.395,99.299,0.205,0.0,0.010,1494039893.685
0.100,0.415,99.264,0.220,0.0,0.0,95883264.0,2457.600,67474.600,127454386.200,0.0,0.0,2967.800,1906.600,0.400,0.0,0.0,2244055040.0,3420160.0,2612486144.0,1.63920232448e+11,0.0,0.0,95883264.0,2457.600,2970.800,1905.600,0.100,0.420,99.259,0.220,0.0,0.0,1494039898.685
0.105,0.400,99.220,0.270,0.0,0.005,90243072.0,8192.0,52403.800,101716577.200,0.0,0.0,2488.200,1767.200,0.200,0.200,0.0,2185940992.0,3428352.0,3063795712.0,1.63527028736e+11,0.0,0.0,90243072.0,8192.0,2484.200,1766.800,0.105,0.400,99.220,0.270,0.0,0.005,1494039903.685
0.120,0.480,99.039,0.350,0.0,0.010,118447308.800,2457.600,62990.200,112777574.400,0.0,0.0,2938.800,2235.400,0.400,0.400,0.0,2244911104.0,3436544.0,3655376896.0,1.62876469248e+11,0.0,0.0,118447308.800,2457.600,2938.800,2235.400,0.120,0.475,99.044,0.350,0.0,0.010,1494039908.685
0.100,0.390,99.205,0.300,0.0,0.005,95883264.0,3276.800,58151.400,84771256.200,0.0,0.0,2296.0,1823.200,0.200,0.600,0.0,2326237184.0,3444736.0,4135157760.0,1.62315354112e+11,0.0,0.0,95883264.0,3276.800,2298.800,1823.200,0.100,0.390,99.205,0.300,0.0,0.005,1494039913.685
0.140,0.506,98.884,0.465,0.0,0.005,124084224.0,7372.800,98207.0,136244225.400,0.0,0.0,3121.0,2382.600,0.200,0.0,0.400,2297974784.0,3461120.0,4756189184.0,1.61722568704e+11,0.0,0.0,124084224.0,7372.800,3123.200,2383.0,0.140,0.505,98.884,0.465,0.0,0.005,1494039918.685
0.095,0.455,99.224,0.220,0.0,0.005,101523456.0,4096.0,76128.800,121009459.0,0.0,0.0,3008.600,1937.600,0.400,0.200,0.0,2215796736.0,3461120.0,5263130624.0,1.61297805312e+11,0.0,0.0,101523456.0,4096.0,3003.400,1937.200,0.095,0.455,99.224,0.220,0.0,0.005,1494039923.686
0.065,0.250,99.490,0.185,0.0,0.010,62042112.0,11468.800,42068.200,70140081.0,0.0,0.0,1795.400,1226.0,0.400,0.0,0.0,2185060352.0,3477504.0,5573750784.0,1.61017905152e+11,0.0,0.0,62042112.0,11468.800,1795.600,1226.0,0.065,0.250,99.490,0.185,0.0,0.010,1494039928.685
0.090,0.360,99.320,0.230,0.0,0.0,84602880.0,3276.800,61352.0,83387492.200,0.0,0.0,2420.800,1654.600,0.200,0.200,0.0,2219307008.0,3485696.0,5996101632.0,1.60561299456e+11,0.0,0.0,84602880.0,3276.800,2421.0,1654.600,0.090,0.360,99.320,0.230,0.0,0.0,1494039933.685
0.145,0.460,99.034,0.350,0.0,0.010,118444032.0,2457.600,80894.0,112167415.0,0.0,0.0,3215.600,2250.600,0.0,0.0,0.400,2277699584.0,3493888.0,6588313600.0,1.5991068672e+11,0.0,0.0,118444032.0,2457.600,3215.400,2250.600,0.145,0.465,99.029,0.350,0.0,0.010,1494039938.685
0.080,0.345,99.289,0.280,0.0,0.005,84602880.0,9830.400,69714.800,89349090.400,0.0,0.0,2542.0,1637.800,0.0,0.0,0.0,2278076416.0,3502080.0,7011418112.0,1.59487197184e+11,0.0,0.0,84602880.0,9830.400,2544.800,1638.200,0.080,0.345,99.289,0.280,0.0,0.005,1494039943.685
0.060,0.245,99.545,0.145,0.0,0.005,56401920.0,7372.800,55165.600,69301181.0,0.0,0.0,1924.0,1168.400,0.400,0.0,0.0,2222022656.0,3518464.0,7293157376.0,1.59261495296e+11,0.0,0.0,56401920.0,7372.800,1926.600,1168.400,0.060,0.240,99.550,0.145,0.0,0.005,1494039948.685
0.105,0.365,99.239,0.290,0.0,0.0,95883264.0,3276.800,68833.800,105926104.0,0.0,0.0,2839.600,1837.200,0.200,0.200,0.0,2193145856.0,3526656.0,7773274112.0,1.58810247168e+11,0.0,0.0,95883264.0,3276.800,2834.400,1836.800,0.105,0.365,99.239,0.290,0.0,0.0,1494039953.685
0.105,0.400,99.189,0.300,0.0,0.005,101523456.0,8192.0,64712.200,97411922.600,0.0,0.0,2622.600,1986.0,0.400,0.200,0.0,2251534336.0,3534848.0,8280137728.0,1.5824498688e+11,0.0,0.0,101523456.0,8192.0,2625.800,1986.400,0.105,0.405,99.184,0.300,0.0,0.005,1494039958.685
0.100,0.315,99.345,0.230,0.0,0.010,78962688.0,7372.800,62799.600,91361349.800,0.0,0.0,2162.0,1680.600,0.200,0.0,0.400,2192343040.0,3551232.0,8674582528.0,1.57909716992e+11,0.0,0.0,78962688.0,7372.800,2158.600,1680.200,0.100,0.310,99.350,0.230,0.0,0.010,1494039963.685
0.125,0.450,99.044,0.370,0.0,0.010,124084224.0,0.0,77333.400,107435851.0,0.0,0.0,2678.600,2338.400,0.400,0.0,0.0,2309328896.0,3551232.0,9295044608.0,1.57172269056e+11,0.0,0.0,124084224.0,0.0,2678.600,2338.400,0.125,0.450,99.044,0.370,0.0,0.010,1494039968.685
0.120,0.465,99.054,0.345,0.0,0.015,112803840.0,2457.600,78018.600,140287998.400,0.0,0.0,2882.800,2156.800,0.600,0.0,0.0,2193780736.0,3559424.0,9859584000.0,1.56723269632e+11,0.0,0.0,112803840.0,2457.600,2883.0,2156.800,0.120,0.465,99.054,0.345,0.0,0.015,1494039973.685
0.095,0.320,99.364,0.210,0.0,0.010,84602880.0,3276.800,59535.200,88467528.400,0.0,0.0,2044.800,1630.400,0.0,0.200,0.0,2196586496.0,3567616.0,10283081728.0,1.56296957952e+11,0.0,0.0,84602880.0,3276.800,2044.600,1630.400,0.095,0.320,99.364,0.210,0.0,0.010,1494039978.685
0.075,0.320,99.385,0.210,0.0,0.010,78962688.0,2457.600,45349.800,82570581.0,0.0,0.0,1906.200,1539.600,0.200,0.0,0.0,2195738624.0,3575808.0,10677567488.0,1.55903311872e+11,0.0,0.0,78962688.0,2457.600,1906.200,1539.600,0.075,0.320,99.385,0.210,0.0,0.010,1494039983.685
0.090,0.330,99.360,0.220,0.0,0.0,78962688.0,0.0,59460.400,82604535.200,0.0,0.0,1931.400,1531.400,0.0,0.800,0.0,2197225472.0,3575808.0,11072991232.0,1.5550640128e+11,0.0,0.0,78962688.0,0.0,1931.400,1531.400,0.090,0.330,99.360,0.220,0.0,0.0,1494039988.685
0.120,0.400,99.174,0.300,0.0,0.005,106137190.400,5734.400,51086.400,93804148.800,0.0,0.0,2353.0,1982.200,0.600,0.200,0.0,2312302592.0,3584000.0,11603615744.0,1.54860691456e+11,0.0,0.0,106373120.0,5734.400,2354.600,1985.200,0.120,0.405,99.169,0.300,0.0,0.005,1494039993.685
0.085,0.340,99.330,0.240,0.0,0.005,74348953.600,4096.0,48813.600,89723521.600,0.0,0.0,2171.0,1505.800,0.400,0.400,0.0,2231746560.0,3592192.0,11974774784.0,1.54570080256e+11,0.0,0.0,74113024.0,4096.0,2169.400,1502.800,0.085,0.340,99.330,0.240,0.0,0.005,1494039998.685
0.075,0.370,99.290,0.260,0.0,0.005,84602880.0,1638.400,62300.400,93678608.400,0.0,0.0,2473.0,1636.0,0.200,0.0,0.0,2204295168.0,3592192.0,12398587904.0,1.54173718528e+11,0.0,0.0,84602880.0,1638.400,2473.0,1636.0,0.075,0.370,99.290,0.260,0.0,0.005,1494040003.685
0.105,0.400,99.229,0.260,0.0,0.005,95883264.0,2457.600,65870.600,100261734.0,0.0,0.0,2650.200,1793.200,0.0,0.200,0.0,2204585984.0,3600384.0,12877709312.0,1.53694298112e+11,0.0,0.0,95883264.0,2457.600,2651.0,1793.200,0.105,0.395,99.235,0.260,0.0,0.005,1494040008.685
0.080,0.310,99.369,0.235,0.0,0.005,78962688.0,0.0,47377.800,82573523.0,0.0,0.0,2106.200,1491.400,0.0,0.200,0.0,2206236672.0,3600384.0,13272248320.0,1.53298108416e+11,0.0,0.0,78962688.0,0.0,2105.600,1491.400,0.080,0.310,99.369,0.235,0.0,0.005,1494040013.685
0.105,0.420,99.054,0.415,0.0,0.005,108054937.600,2457.600,64527.400,89936046.400,0.0,0.0,2653.200,2013.200,0.0,0.400,0.0,2327146496.0,3608576.0,13812723712.0,1.52636715008e+11,0.0,0.0,108238438.400,2457.600,2653.800,2015.200,0.110,0.420,99.049,0.415,0.0,0.005,1494040018.685
0.100,0.355,99.314,0.225,0.0,0.005,83711590.400,0.0,68500.600,105569030.600,0.0,0.0,2519.600,1622.0,0.0,0.0,0.0,2235080704.0,3608576.0,14229962752.0,1.5231154176e+11,0.0,0.0,83528089.600,0.0,2519.0,1620.0,0.095,0.360,99.314,0.225,0.0,0.005,1494040023.685
0.105,0.455,99.070,0.365,0.0,0.005,105486745.600,3276.800,70398.200,109793274.0,0.0,0.0,2795.600,2051.0,0.400,0.0,0.200,2260221952.0,3616768.0,14760136704.0,1.51756218368e+11,0.0,0.0,105801318.400,3276.800,2802.400,2055.600,0.105,0.455,99.070,0.365,0.0,0.005,1494040028.685
0.150,0.496,98.984,0.365,0.0,0.005,131406233.600,2457.600,98211.800,137915366.400,0.0,0.0,3094.0,2397.800,0.200,0.0,0.0,2239406080.0,3624960.0,15413620736.0,1.51123542016e+11,0.0,0.0,131091660.800,2457.600,3087.200,2393.200,0.150,0.491,98.989,0.365,0.0,0.005,1494040033.685
0.110,0.395,99.184,0.300,0.0,0.010,101523456.0,0.0,60403.800,101549381.200,0.0,0.0,2323.200,1927.200,0.200,0.400,0.400,2266152960.0,3624960.0,15922610176.0,1.50587805696e+11,0.0,0.0,101523456.0,0.0,2327.400,1927.600,0.110,0.400,99.179,0.300,0.0,0.010,1494040038.685
0.170,0.625,98.674,0.510,0.0,0.020,146644992.0,2457.600,114407.600,155926968.0,0.0,0.0,3549.0,2704.800,0.400,0.0,0.0,2268925952.0,3633152.0,16656302080.0,1.49851332608e+11,0.0,0.0,146644992.0,2457.600,3549.0,2705.0,0.170,0.625,98.674,0.510,0.0,0.020,1494040043.685
0.090,0.360,99.315,0.225,0.0,0.010,84602880.0,4915.200,56696.400,95530795.800,0.0,0.0,2109.400,1675.0,0.200,0.0,0.0,2210226176.0,3641344.0,17078730752.0,1.4948759552e+11,0.0,0.0,84602880.0,4915.200,2105.0,1674.400,0.090,0.355,99.320,0.225,0.0,0.010,1494040048.685
0.040,0.145,99.735,0.080,0.0,0.0,39481344.0,5734.400,25882.600,41289702.200,0.0,0.0,1032.400,852.600,0.400,0.0,0.0,2210635776.0,3657728.0,17277181952.0,1.49288718336e+11,0.0,0.0,39481344.0,5734.400,1032.600,852.600,0.040,0.145,99.735,0.080,0.0,0.0,1494040053.685
0.080,0.410,99.269,0.235,0.0,0.005,95883264.0,0.0,65812.600,94809680.200,0.0,0.0,2592.400,1873.0,0.0,0.200,0.0,2244640768.0,3657728.0,17756377088.0,1.48775518208e+11,0.0,0.0,95883264.0,0.0,2592.200,1873.0,0.080,0.410,99.269,0.235,0.0,0.005,1494040058.685
0.100,0.405,99.229,0.260,0.0,0.005,95883264.0,7372.800,75835.0,105774142.200,0.0,0.0,2988.400,1875.400,0.400,0.200,0.0,2214498304.0,3674112.0,18235482112.0,1.48326539264e+11,0.0,0.0,95883264.0,7372.800,2997.400,1875.400,0.100,0.405,99.229,0.260,0.0,0.005,1494040063.685
0.085,0.305,99.320,0.285,0.0,0.005,73322496.0,10649.600,59074.600,76698279.200,0.0,0.0,2199.600,1439.600,0.0,0.200,0.0,2214170624.0,3690496.0,18602409984.0,1.47959922688e+11,0.0,0.0,73322496.0,10649.600,2190.600,1439.600,0.085,0.305,99.320,0.285,0.0,0.005,1494040068.685
0.125,0.531,98.878,0.461,0.0,0.005,136224768.0,6553.600,88332.0,133179012.400,0.0,0.0,3523.800,2510.800,0.200,0.200,0.600,2278944768.0,3698688.0,19285037056.0,1.4721251328e+11,0.0,0.0,136486912.0,6553.600,3525.200,2513.600,0.125,0.531,98.879,0.461,0.0,0.005,1494040073.685
0.135,0.550,98.919,0.390,0.0,0.005,123249459.200,4096.0,68415.0,127184941.400,0.0,0.0,2912.400,2334.800,0.600,0.600,0.0,2277355520.0,3706880.0,19898081280.0,1.46601050112e+11,0.0,0.0,122987315.200,4096.0,2911.400,2332.0,0.140,0.550,98.914,0.390,0.0,0.005,1494040078.685
0.085,0.330,99.350,0.230,0.0,0.005,78962688.0,8192.0,39659.400,85974502.0,0.0,0.0,1968.800,1543.800,0.200,0.0,0.0,2276765696.0,3715072.0,20294221824.0,1.462054912e+11,0.0,0.0,78962688.0,8192.0,1968.400,1543.800,0.080,0.330,99.355,0.230,0.0,0.005,1494040083.685
0.100,0.385,99.295,0.215,0.0,0.005,90243072.0,5734.400,60664.0,96918271.800,0.0,0.0,2191.800,1771.800,0.200,0.600,0.0,2247696384.0,3731456.0,20744818688.0,1.45783947264e+11,0.0,0.0,90243072.0,5734.400,2191.800,1771.800,0.100,0.385,99.295,0.215,0.0,0.005,1494040088.685
0.035,0.120,99.760,0.085,0.0,0.0,28200960.0,4915.200,30242.800,34554077.400,0.0,0.0,861.600,691.800,0.0,0.0,0.400,2217676800.0,3739648.0,20887044096.0,1.45671733248e+11,0.0,0.0,28200960.0,4915.200,861.800,692.200,0.035,0.120,99.760,0.085,0.0,0.0,1494040093.685
0.010,0.010,99.980,0.0,0.0,0.0,0.0,3276.800,3504.0,8545.800,0.0,0.0,162.400,192.200,0.0,0.0,0.0,2218029056.0,3747840.0,20887052288.0,1.45671364608e+11,0.0,0.0,0.0,3276.800,162.200,191.800,0.010,0.010,99.980,0.0,0.0,0.0,1494040098.685
0.005,0.010,99.985,0.0,0.0,0.0,0.0,7372.800,3280.0,8473.0,0.0,0.0,159.800,180.800,0.0,0.0,0.0,2218008576.0,3764224.0,20887052288.0,1.45671368704e+11,0.0,0.0,0.0,7372.800,159.800,180.800,0.010,0.010,99.980,0.0,0.0,0.0,1494040103.685
0.015,0.015,99.970,0.0,0.0,0.0,0.0,8192.0,5196.400,10280.400,0.0,0.0,196.800,235.800,0.0,0.0,0.400,2219061248.0,3772416.0,20887060480.0,1.45670299648e+11,0.0,0.0,0.0,8192.0,196.800,235.800,0.010,0.015,99.975,0.0,0.0,0.0,1494040108.685
0.155,0.760,98.864,0.220,0.0,0.0,1443430.400,33587.200,7377.600,12614.200,0.0,0.0,853.200,915.400,0.400,0.200,13.200,2191097856.0,2244608.0,192483328.0,1.66394368e+11,0.0,0.0,1443430.400,33587.200,853.400,915.800,0.155,0.760,98.864,0.220,0.0,0.0,1494040113.685
0.010,0.010,99.965,0.015,0.0,0.0,819.200,4915.200,7540.600,12150.600,0.0,0.0,259.200,302.0,0.0,0.200,0.400,2190626816.0,2252800.0,192487424.0,1.66394826752e+11,0.0,0.0,819.200,4915.200,259.0,301.600,0.010,0.010,99.965,0.015,0.0,0.0,1494040118.685
0.010,0.015,99.970,0.005,0.0,0.0,0.0,2457.600,4314.800,9356.400,0.0,0.0,170.600,205.400,0.0,0.0,0.0,2190667776.0,2260992.0,192491520.0,1.66394773504e+11,0.0,0.0,0.0,2457.600,170.600,205.400,0.015,0.015,99.965,0.005,0.0,0.0,1494040123.685
0.020,0.015,99.960,0.0,0.0,0.005,0.0,4915.200,5822.0,10711.600,0.0,0.0,216.400,244.400,0.0,0.0,0.400,2189766656.0,2269184.0,192503808.0,1.66395654144e+11,0.0,0.0,0.0,4915.200,216.600,244.800,0.015,0.015,99.965,0.0,0.0,0.005,1494040128.685
0.080,0.325,99.200,0.390,0.0,0.005,75236147.200,10649.600,41578.0,71714379.800,0.0,0.0,1699.400,1523.0,0.200,0.400,0.0,2227351552.0,2285568.0,568496128.0,1.65982060544e+11,0.0,0.0,75367219.200,10649.600,1700.200,1524.600,0.080,0.325,99.199,0.390,0.0,0.005,1494040133.685
0.150,0.545,98.879,0.415,0.0,0.010,127810764.800,4915.200,94933.600,124761304.200,0.0,0.0,2896.200,2420.400,0.0,0.200,0.0,2272370688.0,2293760.0,1207357440.0,1.65298171904e+11,0.0,0.0,127679692.800,4915.200,2899.600,2421.400,0.150,0.545,98.880,0.415,0.0,0.010,1494040138.685
0.125,0.410,99.039,0.405,0.0,0.020,112803840.0,12288.0,74194.200,99507088.800,0.0,0.0,2384.400,2127.0,0.800,0.0,0.0,2355789824.0,2310144.0,1771126784.0,1.6465096704e+11,0.0,0.0,112803840.0,12288.0,2380.400,2124.0,0.125,0.410,99.039,0.405,0.0,0.020,1494040143.685
0.085,0.350,99.380,0.175,0.0,0.010,73322496.0,2457.600,84730.600,111219815.600,0.0,0.0,2328.0,1493.800,0.0,0.200,0.400,2185580544.0,2310144.0,2138628096.0,1.64453675008e+11,0.0,0.0,73322496.0,2457.600,2327.600,1493.800,0.085,0.350,99.380,0.175,0.0,0.010,1494040148.685
0.140,0.450,99.019,0.375,0.0,0.015,118444032.0,14745.600,88661.800,114793837.600,0.0,0.0,2675.800,2223.400,0.200,0.200,0.400,2244534272.0,2326528.0,2730090496.0,1.63803242496e+11,0.0,0.0,118444032.0,14745.600,2676.200,2223.400,0.140,0.455,99.014,0.375,0.0,0.015,1494040153.685
0.070,0.300,99.495,0.130,0.0,0.005,67682304.0,4915.200,69823.600,79853810.400,0.0,0.0,1909.800,1413.400,0.0,0.0,0.0,2184216576.0,2334720.0,3069280256.0,1.6352436224e+11,0.0,0.0,67682304.0,4915.200,1909.400,1413.400,0.070,0.295,99.500,0.130,0.0,0.005,1494040158.685
0.130,0.505,99.049,0.290,0.0,0.025,124085043.200,2457.600,94624.800,124724540.600,0.0,0.0,3326.400,2356.800,0.200,0.600,0.0,2215809024.0,2342912.0,3688828928.0,1.62873212928e+11,0.0,0.0,124085043.200,2457.600,3326.800,2357.200,0.130,0.510,99.044,0.290,0.0,0.025,1494040163.685
0.115,0.526,98.989,0.360,0.0,0.010,124084224.0,4915.200,100848.600,129600125.600,0.0,0.0,3507.600,2345.800,0.0,0.200,0.400,2215268352.0,2351104.0,4309184512.0,1.62253389824e+11,0.0,0.0,124084224.0,4915.200,3507.200,2345.400,0.115,0.526,98.989,0.360,0.0,0.010,1494040168.685
0.140,0.455,99.084,0.315,0.0,0.005,112803840.0,10649.600,103316.800,123177595.600,0.0,0.0,2868.400,2189.200,0.0,0.0,0.600,2187497472.0,2367488.0,4873818112.0,1.6171651072e+11,0.0,0.0,112803840.0,10649.600,2869.400,2189.200,0.140,0.450,99.089,0.315,0.0,0.005,1494040173.685
0.110,0.475,99.100,0.305,0.0,0.010,112803840.0,9830.400,56565.800,104917403.800,0.0,0.0,2418.400,2114.800,0.0,0.0,0.0,2273566720.0,2375680.0,5436915712.0,1.6106733568e+11,0.0,0.0,112803840.0,9830.400,2422.200,2115.400,0.110,0.480,99.095,0.305,0.0,0.010,1494040178.685
0.045,0.170,99.700,0.080,0.0,0.005,39481344.0,4915.200,29308.600,54394880.600,0.0,0.0,1212.400,918.600,0.0,0.0,0.0,2189574144.0,2383872.0,5634457600.0,1.60953778176e+11,0.0,0.0,39481344.0,4915.200,1207.600,918.0,0.045,0.165,99.705,0.080,0.0,0.005,1494040183.685
0.125,0.435,99.124,0.305,0.0,0.010,107163648.0,7372.800,43304.200,106725142.200,0.0,0.0,2529.0,2025.600,0.400,0.0,0.400,2220703744.0,2400256.0,6170009600.0,1.60387080192e+11,0.0,0.0,107163648.0,7372.800,2529.0,2025.600,0.125,0.435,99.124,0.305,0.0,0.010,1494040188.685
0.120,0.430,99.129,0.315,0.0,0.005,110807449.600,7372.800,84459.200,106502831.0,0.0,0.0,2495.600,2129.400,0.400,0.200,0.400,2271531008.0,2408448.0,6725136384.0,1.59781117952e+11,0.0,0.0,111017164.800,7372.800,2497.400,2131.600,0.120,0.435,99.124,0.315,0.0,0.005,1494040193.685
0.095,0.355,99.239,0.305,0.0,0.005,86599270.400,7372.800,118007.800,105304011.200,0.0,0.0,2430.0,1723.0,0.400,0.200,0.0,2193219584.0,2424832.0,7158173696.0,1.5942637568e+11,0.0,0.0,86389555.200,7372.800,2428.200,1720.800,0.095,0.355,99.239,0.305,0.0,0.005,1494040198.685
0.110,0.425,99.114,0.340,0.0,0.010,109129728.0,4915.200,138195.600,104336589.800,0.0,0.0,2899.800,2092.0,0.600,0.0,0.0,2266030080.0,2433024.0,7702749184.0,1.58808981504e+11,0.0,0.0,109365657.600,4915.200,2907.800,2095.800,0.115,0.420,99.109,0.345,0.0,0.010,1494040203.685
0.140,0.511,98.974,0.360,0.0,0.015,131489792.0,2457.600,166593.0,131382014.400,0.0,0.0,3749.200,2519.200,0.400,0.200,0.600,2270527488.0,2580480.0,8361607168.0,1.58145478656e+11,0.0,0.0,131437363.200,2457.600,3742.0,2517.800,0.135,0.516,98.979,0.355,0.0,0.015,1494040208.685
0.120,0.425,99.204,0.245,0.0,0.005,97827225.600,14745.600,127720.400,118296056.0,0.0,0.0,2874.400,2014.800,0.200,0.0,0.400,2196152320.0,2588672.0,8849752064.0,1.57731700736e+11,0.0,0.0,97643724.800,14745.600,2873.800,2012.400,0.120,0.420,99.209,0.245,0.0,0.005,1494040213.685
0.145,0.546,98.934,0.365,0.0,0.010,141004800.0,11468.800,120366.400,141804785.800,0.0,0.0,3368.600,2621.600,0.200,0.200,0.0,2228224000.0,2605056.0,9554829312.0,1.56994535424e+11,0.0,0.0,141004800.0,11468.800,3368.200,2621.600,0.145,0.550,98.929,0.365,0.0,0.010,1494040218.685
