"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","client0.nobjs-scaling.skyhook-pg0.wisc.cloudlab.us",,,,"User:","jlefevre"
"Cmdline:","dstat -av --epoch --integer --noheaders --output 8osds.vary.nobjs.2.5K.client0.dstat.log 5",,,,"Date:","05 May 2017 16:08:52 CDT"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",,"procs",,,"memory usage",,,,"paging",,"dsk/total",,"system",,"total cpu usage",,,,,,"epoch"
1.835,2.090,96.044,0.0,0.0,0.030,0.0,13926.400,49133.200,3155.200,0.0,0.0,1511.0,3447.600,2.0,0.0,0.600,2291490816.0,54235136.0,1.65806497792e+11,627970048.0,0.0,0.0,0.0,13926.400,1511.0,3446.400,1.835,2.090,96.044,0.0,0.0,0.030,1494018577.052
1.865,2.110,95.999,0.005,0.0,0.020,0.0,12288.0,49002.200,3368.800,0.0,0.0,1634.400,3216.400,1.0,0.0,0.400,2294411264.0,54251520.0,1.65806497792e+11,625033216.0,0.0,0.0,0.0,12288.0,1634.400,3216.400,1.865,2.111,95.999,0.005,0.0,0.020,1494018582.052
1.766,1.986,96.224,0.010,0.0,0.015,0.0,11468.800,48451.400,2459.200,0.0,0.0,1460.0,3584.600,1.600,0.0,0.0,2293690368.0,54259712.0,1.65806497792e+11,625745920.0,0.0,0.0,0.0,11468.800,1460.0,3584.600,1.771,1.986,96.219,0.010,0.0,0.015,1494018587.052
1.850,2.075,96.019,0.025,0.0,0.030,0.0,11468.800,49538.400,4037.400,0.0,0.0,1545.400,3865.200,1.600,0.0,0.800,2295394304.0,54276096.0,1.65806505984e+11,624017408.0,0.0,0.0,0.0,11468.800,1545.400,3865.200,1.850,2.075,96.019,0.025,0.0,0.030,1494018592.052
1.945,2.026,96.029,0.0,0.0,0.0,0.0,22118.400,49701.0,4125.0,0.0,0.0,1608.400,3628.200,1.600,0.0,0.200,2295685120.0,54284288.0,1.65806501888e+11,623722496.0,0.0,0.0,0.0,22118.400,1608.400,3628.200,1.941,2.026,96.034,0.0,0.0,0.0,1494018597.052
1.740,2.020,96.160,0.015,0.0,0.065,0.0,13107.200,49345.200,3416.200,0.0,0.0,1519.600,3188.0,1.0,0.0,0.800,2298597376.0,54300672.0,1.65806514176e+11,620781568.0,0.0,0.0,0.0,13107.200,1519.600,3188.0,1.750,2.019,96.151,0.015,0.0,0.065,1494018602.052
1.865,2.056,96.014,0.025,0.0,0.040,7372.800,11468.800,49624.200,3246.600,0.0,0.0,1648.0,3339.800,1.200,0.0,0.800,2300030976.0,54317056.0,1.6580655104e+11,619294720.0,0.0,0.0,7372.800,11468.800,1648.200,3339.800,1.865,2.056,96.014,0.025,0.0,0.040,1494018607.052
1.891,2.076,96.009,0.015,0.0,0.010,0.0,12288.0,49144.600,2534.0,0.0,0.0,1555.0,3184.200,2.200,0.0,0.0,2299187200.0,54333440.0,1.6580655104e+11,620122112.0,0.0,0.0,0.0,12288.0,1554.800,3184.200,1.886,2.081,96.008,0.015,0.0,0.010,1494018612.052
1.820,1.965,96.205,0.005,0.0,0.005,0.0,12288.0,51140.0,3698.800,0.0,0.0,1581.600,3250.0,1.400,0.0,0.800,2301100032.0,54341632.0,1.65806555136e+11,618196992.0,0.0,0.0,0.0,12288.0,1581.600,3250.0,1.820,1.955,96.214,0.005,0.0,0.005,1494018617.052
1.876,2.071,96.023,0.020,0.0,0.010,0.0,13926.400,51708.600,2818.600,0.0,0.0,1599.200,3103.600,1.600,0.0,0.800,2302005248.0,54358016.0,1.65806555136e+11,617275392.0,0.0,0.0,0.0,13926.400,1599.200,3103.600,1.876,2.076,96.018,0.020,0.0,0.010,1494018622.052
1.820,2.150,96.004,0.0,0.0,0.025,0.0,22118.400,49899.600,3316.800,0.0,0.0,1558.200,3331.0,1.200,0.0,0.600,2302803968.0,54374400.0,1.65806563328e+11,616452096.0,0.0,0.0,0.0,22118.400,1558.200,3331.0,1.815,2.155,96.004,0.0,0.0,0.025,1494018627.052
1.750,2.020,96.170,0.020,0.0,0.040,819.200,19660.800,49085.800,2740.0,0.0,0.0,1566.600,3249.800,2.600,0.0,0.600,2291245056.0,54386688.0,1.65806575616e+11,627986432.0,0.0,0.0,819.200,19660.800,1566.600,3249.800,1.755,2.015,96.170,0.020,0.0,0.040,1494018632.052
1.891,2.051,96.043,0.010,0.0,0.005,0.0,18841.600,49216.200,3282.800,0.0,0.0,1598.800,3357.800,0.800,0.0,1.200,2294362112.0,54403072.0,1.6580657152e+11,624857088.0,0.0,0.0,0.0,18841.600,1598.800,3357.800,1.886,2.051,96.048,0.010,0.0,0.005,1494018637.052
1.861,2.111,96.003,0.020,0.0,0.005,0.0,16384.0,49026.800,3038.200,0.0,0.0,1539.0,3432.800,1.600,0.0,0.400,2289213440.0,54415360.0,1.65806575616e+11,629989376.0,0.0,0.0,0.0,16384.0,1539.0,3432.800,1.861,2.106,96.008,0.020,0.0,0.005,1494018642.052
1.856,1.906,96.228,0.0,0.0,0.010,819.200,7372.800,48925.400,2825.600,0.0,0.0,1504.200,3264.800,1.400,0.0,0.800,2291494912.0,54423552.0,1.6580657152e+11,627703808.0,0.0,0.0,819.200,7372.800,1504.200,3264.800,1.861,1.911,96.218,0.0,0.0,0.010,1494018647.052
1.826,2.121,96.018,0.035,0.0,0.0,0.0,18841.600,50134.400,3678.400,0.0,0.0,1612.400,3309.0,3.200,0.0,0.400,2293010432.0,54439936.0,1.65806583808e+11,626159616.0,0.0,0.0,0.0,18841.600,1612.400,3309.0,1.831,2.121,96.014,0.035,0.0,0.0,1494018652.052
1.850,2.140,95.979,0.015,0.0,0.015,0.0,8192.0,50179.400,3364.600,0.0,0.0,1599.0,3324.600,2.0,0.0,0.800,2296709120.0,54439936.0,1.65806600192e+11,622444544.0,0.0,0.0,0.0,8192.0,1599.0,3324.600,1.845,2.140,95.984,0.015,0.0,0.015,1494018657.052
1.820,1.945,96.156,0.010,0.0,0.070,0.0,25395.200,50639.0,2861.0,0.0,0.0,1580.200,3383.200,1.200,0.0,0.0,2296545280.0,54456320.0,1.65806596096e+11,622596096.0,0.0,0.0,0.0,25395.200,1580.200,3383.600,1.815,1.940,96.166,0.010,0.0,0.070,1494018662.052
1.935,1.990,96.034,0.015,0.0,0.025,0.0,18022.400,49504.800,3260.0,0.0,0.0,1529.200,3325.200,1.0,0.0,0.400,2298085376.0,54464512.0,1.65806600192e+11,621043712.0,0.0,0.0,0.0,18022.400,1529.200,3324.800,1.941,1.991,96.029,0.015,0.0,0.025,1494018667.052
1.866,2.116,95.989,0.020,0.0,0.010,0.0,10649.600,49311.0,3168.800,0.0,0.0,1623.0,3446.200,1.400,0.0,1.200,2300997632.0,54480896.0,1.65806600192e+11,618115072.0,0.0,0.0,0.0,10649.600,1623.0,3446.200,1.860,2.126,95.984,0.020,0.0,0.010,1494018672.052
1.751,2.021,96.198,0.015,0.0,0.015,0.0,23756.800,49028.200,2892.400,0.0,0.0,1530.600,3239.0,1.400,0.0,0.600,2302472192.0,54497280.0,1.65806600192e+11,616624128.0,0.0,0.0,0.0,23756.800,1530.600,3239.0,1.756,2.016,96.198,0.015,0.0,0.015,1494018677.052
1.930,2.016,96.034,0.010,0.0,0.010,0.0,7372.800,49026.800,2816.0,0.0,0.0,1551.0,3294.600,1.600,0.0,1.600,2305015808.0,54497280.0,1.65806604288e+11,614076416.0,0.0,0.0,0.0,7372.800,1551.0,3294.600,1.926,2.016,96.039,0.010,0.0,0.010,1494018682.052
1.840,2.130,95.984,0.020,0.0,0.025,0.0,15564.800,49511.800,3217.600,0.0,0.0,1569.800,3267.200,1.800,0.0,0.200,2305540096.0,54505472.0,1.65806608384e+11,613539840.0,0.0,0.0,0.0,15564.800,1569.800,3267.200,1.841,2.126,95.989,0.020,0.0,0.025,1494018687.052
1.770,2.010,96.165,0.015,0.0,0.040,0.0,10649.600,51015.0,3897.0,0.0,0.0,1726.200,3209.600,1.200,0.0,0.400,2304815104.0,54521856.0,1.6580661248e+11,614244352.0,0.0,0.0,0.0,10649.600,1726.200,3210.0,1.770,2.010,96.165,0.015,0.0,0.040,1494018692.052
1.876,2.056,96.058,0.0,0.0,0.010,0.0,15564.800,51649.0,3297.800,0.0,0.0,1597.600,3317.800,1.800,0.0,0.0,2305441792.0,54530048.0,1.6580661248e+11,613609472.0,0.0,0.0,0.0,15564.800,1597.600,3317.400,1.881,2.061,96.049,0.0,0.0,0.010,1494018697.052
1.826,2.146,95.998,0.010,0.0,0.020,0.0,24576.0,49689.600,3055.800,0.0,0.0,1578.0,3374.600,1.800,0.0,0.400,2289422336.0,54546432.0,1.65806616576e+11,629608448.0,0.0,0.0,0.0,24576.0,1578.0,3374.600,1.821,2.146,96.003,0.010,0.0,0.020,1494018702.052
1.640,2.126,96.214,0.005,0.0,0.015,0.0,9011.200,49000.600,2770.600,0.0,0.0,1488.400,2903.200,2.200,0.0,0.0,2290413568.0,54554624.0,1.65806616576e+11,628609024.0,0.0,0.0,0.0,9011.200,1488.400,2903.200,1.645,2.121,96.214,0.005,0.0,0.015,1494018707.052
1.875,2.056,96.024,0.025,0.0,0.020,0.0,11468.800,48934.0,3199.200,0.0,0.0,1571.0,3254.800,1.0,0.0,0.800,2290896896.0,54571008.0,1.65806616576e+11,628109312.0,0.0,0.0,0.0,11468.800,1571.0,3254.800,1.876,2.056,96.024,0.025,0.0,0.020,1494018712.052
1.886,2.081,96.013,0.015,0.0,0.005,0.0,10649.600,50040.600,3785.200,0.0,0.0,1554.200,3268.0,1.600,0.0,0.0,2292592640.0,54579200.0,1.65806620672e+11,626401280.0,0.0,0.0,0.0,10649.600,1554.200,3268.0,1.886,2.081,96.013,0.015,0.0,0.005,1494018717.052
1.841,1.926,96.209,0.020,0.0,0.005,0.0,9830.400,49211.0,2719.400,0.0,0.0,1494.200,3088.600,1.400,0.0,0.0,2291843072.0,54595584.0,1.65806616576e+11,627138560.0,0.0,0.0,0.0,9830.400,1494.200,3088.600,1.836,1.931,96.208,0.020,0.0,0.005,1494018722.052
1.931,2.056,95.989,0.005,0.0,0.020,6553.600,7372.800,52009.200,5353.800,0.0,0.0,1604.800,3415.400,2.200,0.0,1.400,2296569856.0,54616064.0,1.65806641152e+11,622366720.0,0.0,0.0,6553.600,7372.800,1604.800,3415.400,1.936,2.051,95.989,0.005,0.0,0.020,1494018727.052
2.020,2.050,95.876,0.010,0.0,0.045,0.0,18022.400,54351.400,7883.400,0.0,0.0,1699.400,3321.800,1.800,0.0,1.800,2303119360.0,54632448.0,1.65806649344e+11,615792640.0,0.0,0.0,0.0,18022.400,1699.800,3321.800,2.020,2.050,95.876,0.010,0.0,0.045,1494018732.052
1.805,2.000,96.135,0.020,0.0,0.040,0.0,24576.0,51652.400,5364.600,0.0,0.0,1640.200,3330.0,1.800,0.0,0.600,2306138112.0,54648832.0,1.65806657536e+11,612749312.0,0.0,0.0,0.0,24576.0,1639.800,3330.400,1.805,2.005,96.130,0.020,0.0,0.040,1494018737.052
1.925,2.080,95.911,0.015,0.0,0.070,0.0,13926.400,52217.600,6611.600,0.0,0.0,1620.400,3310.0,1.800,0.0,1.200,2307940352.0,54665216.0,1.65806657536e+11,610930688.0,0.0,0.0,0.0,13926.400,1620.400,3310.0,1.920,2.075,95.920,0.015,0.0,0.070,1494018742.052
1.995,2.039,95.871,0.0,0.0,0.095,0.0,7372.800,52990.800,7385.600,0.0,0.0,1647.400,3608.800,2.200,0.0,1.0,2310877184.0,54673408.0,1.65806657536e+11,607985664.0,0.0,0.0,0.0,7372.800,1647.400,3608.400,2.000,2.040,95.866,0.0,0.0,0.095,1494018747.052
1.855,1.985,96.061,0.020,0.0,0.080,0.0,9830.400,52708.400,6993.400,0.0,0.0,1595.400,3174.800,1.600,0.0,1.600,2312261632.0,54689792.0,1.65806665728e+11,606576640.0,0.0,0.0,0.0,9830.400,1595.400,3174.800,1.850,1.990,96.061,0.020,0.0,0.080,1494018752.052
4.358,6.936,88.505,0.125,0.0,0.075,819.200,118784.0,218575415.200,160160.600,0.0,0.0,7650.400,78661.200,5.0,0.0,5.0,2426499072.0,54808576.0,1.65438128128e+11,860758016.0,0.0,0.0,819.200,118784.0,7653.0,78671.400,4.363,6.940,88.496,0.125,0.0,0.075,1494018757.052
5.194,8.225,86.390,0.100,0.0,0.090,0.0,122060.800,294084763.0,217952.600,0.0,0.0,14161.600,84411.600,5.800,0.0,0.0,2503880704.0,54894592.0,1.65437927424e+11,783491072.0,0.0,0.0,0.0,122060.800,14161.600,84426.200,5.194,8.226,86.389,0.100,0.0,0.090,1494018762.052
4.899,8.302,86.579,0.100,0.0,0.120,0.0,108134.400,300065787.400,222562.800,0.0,0.0,12267.600,97212.400,5.400,0.0,0.400,2443239424.0,54988800.0,1.65428789248e+11,853176320.0,0.0,0.0,0.0,108134.400,12265.0,97190.400,4.901,8.300,86.579,0.100,0.0,0.121,1494018767.052
5.465,7.360,86.870,0.095,0.0,0.211,0.0,117145.600,420837079.600,318740.400,0.0,0.0,17190.600,89853.400,5.400,0.0,0.600,2469859328.0,55078912.0,1.65399875584e+11,855379968.0,0.0,0.0,0.0,117145.600,17204.200,89927.800,5.458,7.358,86.879,0.095,0.0,0.211,1494018772.052
5.107,8.005,86.646,0.105,0.0,0.136,0.0,119603.200,389918463.800,286934.400,0.0,0.0,15553.200,100638.0,5.400,0.0,0.600,2480627712.0,55169024.0,1.6535955456e+11,884842496.0,0.0,0.0,0.0,119603.200,15542.400,100569.200,5.112,8.004,86.643,0.105,0.0,0.136,1494018777.052
4.949,7.561,87.214,0.121,0.0,0.156,0.0,115507.200,391918060.600,294572.600,0.0,0.0,11673.600,102785.800,4.200,0.0,0.0,2533298176.0,55271424.0,1.6535965696e+11,831967232.0,0.0,0.0,0.0,115507.200,11673.0,102781.800,4.954,7.566,87.204,0.121,0.0,0.156,1494018782.052
5.219,7.299,87.161,0.120,0.0,0.201,0.0,113049.600,398337937.400,292045.200,0.0,0.0,9518.0,83531.0,4.800,0.0,0.400,2538692608.0,55357440.0,1.65359751168e+11,826392576.0,0.0,0.0,0.0,113049.600,9520.0,83529.400,5.214,7.295,87.170,0.120,0.0,0.201,1494018787.052
4.511,7.108,88.184,0.126,0.0,0.070,0.0,108953.600,370637032.200,278714.400,0.0,0.0,8389.600,49870.0,3.800,0.0,0.400,2547036160.0,55451648.0,1.6529977344e+11,877932544.0,0.0,0.0,0.0,108953.600,8387.200,49868.800,4.511,7.104,88.189,0.126,0.0,0.070,1494018792.052
4.663,7.522,87.654,0.070,0.0,0.090,0.0,116326.400,388604622.0,265428.0,0.0,0.0,8812.0,81079.600,5.400,0.0,0.0,2478354432.0,55545856.0,1.65300064256e+11,946229248.0,0.0,0.0,0.0,116326.400,8812.800,81083.200,4.663,7.528,87.648,0.070,0.0,0.090,1494018797.052
4.684,7.711,87.395,0.090,0.0,0.120,0.0,113049.600,367282282.400,231512.600,0.0,0.0,7993.600,48730.800,4.0,0.0,0.400,2533453824.0,55652352.0,1.65290450944e+11,900636672.0,0.0,0.0,0.0,113049.600,7992.800,48727.400,4.678,7.714,87.398,0.090,0.0,0.120,1494018802.052
4.493,7.868,87.398,0.120,0.0,0.120,0.0,117145.600,311884925.600,165836.200,0.0,0.0,7374.200,38353.600,5.600,0.0,0.400,2526826496.0,55750656.0,1.65249855488e+11,947761152.0,0.0,0.0,0.0,117145.600,7375.600,38360.0,4.499,7.864,87.396,0.120,0.0,0.120,1494018807.052
4.325,7.432,87.948,0.115,0.0,0.180,0.0,114688.0,326962022.400,183427.200,0.0,0.0,12720.0,16829.800,4.0,0.0,0.0,2511110144.0,55844864.0,1.65249949696e+11,963289088.0,0.0,0.0,0.0,114688.0,12719.0,16822.200,4.324,7.431,87.949,0.115,0.0,0.180,1494018812.052
4.764,7.827,87.068,0.256,0.0,0.085,819.200,2693529.600,332126292.600,182864.400,0.0,0.0,7746.0,38363.200,4.800,0.0,0.400,2598731776.0,56041472.0,1.6521639936e+11,909021184.0,0.0,0.0,819.200,2693529.600,7746.600,38366.200,4.764,7.832,87.063,0.256,0.0,0.085,1494018817.052
4.386,7.724,87.739,0.060,0.0,0.090,0.0,110592.0,329357451.0,167771.200,0.0,0.0,7238.800,18897.400,4.600,0.0,0.0,2617626624.0,56135680.0,1.65216493568e+11,889937920.0,0.0,0.0,0.0,110592.0,7238.400,18895.0,4.391,7.719,87.739,0.060,0.0,0.090,1494018822.052
4.221,7.579,87.999,0.115,0.0,0.085,0.0,108134.400,322423169.400,154929.600,0.0,0.0,6982.200,19967.600,5.0,0.0,0.400,2543222784.0,56238080.0,1.65216595968e+11,964136960.0,0.0,0.0,0.0,108134.400,6984.800,19971.800,4.216,7.580,88.003,0.115,0.0,0.085,1494018827.052
4.309,7.780,87.675,0.115,0.0,0.120,0.0,110592.0,348778096.200,181797.0,0.0,0.0,7755.400,26743.800,4.800,0.0,0.400,2579439616.0,56328192.0,1.65216698368e+11,927727616.0,0.0,0.0,0.0,110592.0,7750.400,26779.800,4.314,7.781,87.669,0.115,0.0,0.120,1494018832.052
4.893,8.105,86.816,0.110,0.0,0.075,0.0,110592.0,326781009.600,132199.0,0.0,0.0,7839.0,41352.800,5.400,0.0,0.200,2578137088.0,56426496.0,1.65216796672e+11,928833536.0,0.0,0.0,0.0,110592.0,7844.400,41314.0,4.888,8.105,86.821,0.110,0.0,0.075,1494018837.052
4.254,7.506,88.019,0.105,0.0,0.115,0.0,140083.200,335915139.400,136952.600,0.0,0.0,7301.800,16793.400,4.600,0.0,0.800,2525265920.0,56520704.0,1.6521689088e+11,981516288.0,0.0,0.0,0.0,140083.200,7300.600,16858.400,4.254,7.505,88.020,0.105,0.0,0.115,1494018842.052
4.634,8.158,86.972,0.115,0.0,0.120,0.0,118784.0,352845404.0,160367.200,0.0,0.0,9180.0,62479.800,5.800,0.0,0.0,2521231360.0,56627200.0,1.65216989184e+11,985346048.0,0.0,0.0,0.0,118784.0,9182.200,62495.800,4.634,8.158,86.972,0.115,0.0,0.120,1494018847.052
4.206,7.493,88.110,0.090,0.0,0.100,0.0,117145.600,327873720.600,119669.800,0.0,0.0,15061.200,35279.400,4.800,0.0,0.400,2501746688.0,56721408.0,1.6521709568e+11,1004630016.0,0.0,0.0,0.0,117145.600,15057.400,35209.0,4.206,7.498,88.105,0.090,0.0,0.100,1494018852.052
4.394,7.675,87.681,0.070,0.0,0.181,0.0,113868.800,339830848.800,117599.0,0.0,0.0,8328.0,51143.800,4.800,0.0,0.0,2512928768.0,56815616.0,1.65217189888e+11,993259520.0,0.0,0.0,0.0,113868.800,8328.800,51182.200,4.389,7.680,87.680,0.070,0.0,0.181,1494018857.052
4.645,7.940,87.175,0.090,0.0,0.150,0.0,115507.200,327581594.200,90731.800,0.0,0.0,12386.800,41065.600,6.600,0.0,0.400,2558156800.0,56918016.0,1.65158588416e+11,1006530560.0,0.0,0.0,0.0,115507.200,12388.400,41063.200,4.650,7.935,87.175,0.090,0.0,0.150,1494018862.052
4.761,8.243,86.770,0.120,0.0,0.105,819.200,109772.800,335140276.400,132395.400,0.0,0.0,7920.800,47921.600,5.200,0.0,0.400,2596708352.0,57020416.0,1.65158699008e+11,967766016.0,0.0,0.0,819.200,109772.800,7918.600,47887.400,4.766,8.238,86.771,0.120,0.0,0.105,1494018867.052
4.570,8.035,87.184,0.121,0.0,0.090,0.0,113049.600,328716879.0,148541.0,0.0,0.0,7529.600,46265.800,5.600,0.0,0.0,2623320064.0,57114624.0,1.65158793216e+11,940965888.0,0.0,0.0,0.0,113049.600,7529.800,46254.200,4.565,8.040,87.184,0.121,0.0,0.090,1494018872.052
5.155,8.261,86.333,0.085,0.0,0.166,0.0,117145.600,326769476.400,151020.800,0.0,0.0,8172.400,55473.600,5.400,0.0,0.400,2497118208.0,57212928.0,1.65158887424e+11,1066975232.0,0.0,0.0,0.0,117145.600,8176.200,55530.800,5.149,8.256,86.344,0.085,0.0,0.166,1494018877.052
5.651,8.225,85.958,0.105,0.0,0.060,0.0,107315.200,318070418.400,144472.400,0.0,0.0,7062.400,43108.0,5.800,0.0,0.0,2490220544.0,57311232.0,1.65158981632e+11,1073680384.0,0.0,0.0,0.0,107315.200,7058.800,43054.400,5.661,8.230,85.943,0.105,0.0,0.060,1494018882.052
5.291,8.368,86.205,0.065,0.0,0.070,819.200,105676.800,331425542.400,146372.200,0.0,0.0,8140.200,54375.600,6.0,0.0,0.0,2557558784.0,57417728.0,1.65159092224e+11,1006125056.0,0.0,0.0,819.200,105676.800,8139.600,54378.400,5.291,8.368,86.205,0.065,0.0,0.070,1494018887.052
5.395,8.481,86.014,0.035,0.0,0.075,0.0,106496.0,324294864.200,137495.0,0.0,0.0,7183.0,35526.0,5.200,0.0,0.200,2641829888.0,57511936.0,1.65149175808e+11,931676160.0,0.0,0.0,0.0,106496.0,7183.0,35519.0,5.390,8.481,86.018,0.035,0.0,0.075,1494018892.052
5.194,8.135,86.490,0.100,0.0,0.080,0.0,107315.200,326562224.0,127960.0,0.0,0.0,7187.400,32517.0,5.800,0.0,0.400,2585903104.0,57614336.0,1.65149118464e+11,987557888.0,0.0,0.0,0.0,107315.200,7187.600,32516.600,5.194,8.130,86.494,0.100,0.0,0.080,1494018897.052
4.156,7.670,87.924,0.085,0.0,0.165,0.0,103219.200,306120303.400,136381.0,0.0,0.0,6687.600,26409.0,5.200,0.0,0.400,2595856384.0,57708544.0,1.65149220864e+11,977408000.0,0.0,0.0,0.0,103219.200,6685.0,26465.800,4.155,7.669,87.925,0.085,0.0,0.165,1494018902.052
5.118,7.639,87.002,0.095,0.0,0.146,0.0,117145.600,357415183.400,160146.800,0.0,0.0,11473.0,82129.200,5.200,0.0,0.0,2553896960.0,57810944.0,1.65149319168e+11,1019166720.0,0.0,0.0,0.0,117145.600,11475.0,82075.400,5.118,7.644,86.998,0.095,0.0,0.146,1494018907.052
4.991,7.894,86.824,0.121,0.0,0.171,0.0,116326.400,360265769.800,172160.400,0.0,0.0,9637.0,89513.200,4.800,0.0,0.0,2549428224.0,57896960.0,1.6514940928e+11,1023459328.0,0.0,0.0,0.0,116326.400,9636.800,89512.0,4.996,7.889,86.824,0.121,0.0,0.171,1494018912.052
4.509,7.471,87.814,0.131,0.0,0.075,0.0,113868.800,326552023.800,144588.400,0.0,0.0,7298.200,43959.600,4.800,0.0,0.800,2570022912.0,57999360.0,1.65149519872e+11,1002651648.0,0.0,0.0,0.0,113868.800,7298.0,43958.800,4.499,7.477,87.818,0.131,0.0,0.075,1494018917.052
4.396,7.798,87.540,0.125,0.0,0.141,0.0,115507.200,330697352.0,150773.400,0.0,0.0,8004.200,34865.400,5.600,0.0,0.0,2459000832.0,58105856.0,1.65129285632e+11,1133801472.0,0.0,0.0,0.0,115507.200,8005.400,34868.400,4.406,7.788,87.540,0.125,0.0,0.141,1494018922.052
4.090,7.517,87.991,0.306,0.0,0.095,819.200,2753331.200,314660296.0,152564.800,0.0,0.0,7456.400,31484.600,5.200,0.0,0.400,2616016896.0,58269696.0,1.65127266304e+11,978640896.0,0.0,0.0,819.200,2753331.200,7457.200,31508.200,4.084,7.526,87.988,0.306,0.0,0.095,1494018927.052
4.927,7.822,86.980,0.110,0.0,0.161,0.0,111411.200,331114630.200,171127.600,0.0,0.0,8351.200,73040.200,5.200,0.0,0.400,2572115968.0,58343424.0,1.651273728e+11,1022361600.0,0.0,0.0,0.0,111411.200,8347.600,73011.800,4.927,7.818,86.984,0.110,0.0,0.161,1494018932.052
4.677,7.813,87.255,0.110,0.0,0.146,0.0,108953.600,337051180.600,176067.0,0.0,0.0,7622.0,45736.600,4.0,0.0,0.400,2575044608.0,58400768.0,1.65127467008e+11,1019281408.0,0.0,0.0,0.0,108953.600,7627.800,45752.0,4.672,7.818,87.255,0.110,0.0,0.146,1494018937.052
