"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","osd1.nobjs-scaling.skyhook-pg0.wisc.cloudlab.us",,,,"User:","jlefevre"
"Cmdline:","dstat -av --epoch --integer --noheaders --output 8osds.vary.nobjs.2.5K.osd1.dstat.log 5",,,,"Date:","05 May 2017 16:08:54 CDT"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",,"procs",,,"memory usage",,,,"paging",,"dsk/total",,"system",,"total cpu usage",,,,,,"epoch"
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw","run","blk","new","used","buff","cach","free","in","out","read","writ","int","csw","usr","sys","idl","wai","hiq","siq","epoch"
0.020,0.015,99.965,0.0,0.0,0.0,0.0,11468.800,4469.600,11551.400,0.0,0.0,209.200,236.200,0.0,0.0,0.400,2174697472.0,172429312.0,24774123520.0,1.41658943488e+11,0.0,0.0,0.0,11468.800,209.400,236.600,0.020,0.015,99.965,0.0,0.0,0.0,1494018584.149,
0.020,0.005,99.975,0.0,0.0,0.0,0.0,8192.0,3830.800,10517.0,0.0,0.0,196.800,223.0,0.0,0.0,0.400,2175590400.0,172433408.0,24774131712.0,1.41658038272e+11,0.0,0.0,0.0,8192.0,196.600,222.600,0.025,0.005,99.970,0.0,0.0,0.0,1494018589.149,
0.020,0.010,99.965,0.005,0.0,0.0,0.0,13926.400,6752.800,12361.400,0.0,0.0,238.200,266.400,0.0,0.0,0.200,2183516160.0,172445696.0,24774131712.0,1.41650100224e+11,0.0,0.0,0.0,13926.400,238.200,266.400,0.015,0.010,99.970,0.005,0.0,0.0,1494018594.149,
0.015,0.010,99.975,0.0,0.0,0.0,0.0,4915.200,6097.600,12673.400,0.0,0.0,237.0,259.800,0.0,0.0,0.400,2183467008.0,172449792.0,24774127616.0,1.41650149376e+11,0.0,0.0,0.0,4915.200,237.0,259.800,0.020,0.010,99.970,0.0,0.0,0.0,1494018599.149,
0.020,0.015,99.965,0.0,0.0,0.0,819.200,12288.0,3984.200,10630.200,0.0,0.0,207.0,228.600,0.0,0.0,0.800,2196795392.0,172466176.0,24774139904.0,1.4163679232e+11,0.0,0.0,819.200,12288.0,207.200,229.0,0.020,0.015,99.965,0.0,0.0,0.0,1494018604.149,
0.020,0.005,99.965,0.010,0.0,0.0,0.0,8192.0,4415.0,10980.600,0.0,0.0,196.200,218.400,0.0,0.0,0.0,2197626880.0,172474368.0,24774144000.0,1.41635948544e+11,0.0,0.0,0.0,8192.0,196.200,218.400,0.015,0.005,99.970,0.010,0.0,0.0,1494018609.149,
0.015,0.015,99.970,0.0,0.0,0.0,0.0,7372.800,4571.400,10877.200,0.0,0.0,195.0,206.600,0.0,0.0,0.400,2206601216.0,172482560.0,24774152192.0,1.41626957824e+11,0.0,0.0,0.0,7372.800,194.800,206.200,0.015,0.015,99.970,0.0,0.0,0.0,1494018614.149,
0.010,0.015,99.975,0.0,0.0,0.0,0.0,5734.400,6531.400,10228.0,0.0,0.0,228.400,200.400,0.200,0.0,0.0,2206834688.0,172486656.0,24774156288.0,1.4162671616e+11,0.0,0.0,0.0,5734.400,228.800,200.800,0.010,0.015,99.975,0.0,0.0,0.0,1494018619.149,
0.020,0.020,99.960,0.0,0.0,0.0,0.0,9830.400,7241.0,12543.200,0.0,0.0,273.800,283.400,0.0,0.200,0.800,2209656832.0,172503040.0,24774156288.0,1.41623877632e+11,0.0,0.0,0.0,9830.400,273.600,283.400,0.025,0.020,99.955,0.0,0.0,0.0,1494018624.149,
0.010,0.005,99.975,0.010,0.0,0.0,0.0,9011.200,4343.400,10501.800,0.0,0.0,202.400,208.800,0.0,0.0,0.0,2209112064.0,172503040.0,24774156288.0,1.416244224e+11,0.0,0.0,0.0,9011.200,202.400,208.800,0.005,0.005,99.980,0.010,0.0,0.0,1494018629.149,
0.015,0.005,99.975,0.0,0.0,0.005,0.0,7372.800,4853.200,11036.0,0.0,0.0,188.600,210.0,0.0,0.0,0.0,2208579584.0,172515328.0,24774156288.0,1.41624942592e+11,0.0,0.0,0.0,7372.800,188.400,209.800,0.015,0.005,99.975,0.0,0.0,0.005,1494018634.149,
0.005,0.010,99.985,0.0,0.0,0.0,0.0,7372.800,4025.400,10623.0,0.0,0.0,178.200,185.400,0.0,0.0,0.0,2208444416.0,172523520.0,24774156288.0,1.41625069568e+11,0.0,0.0,0.0,7372.800,178.400,185.600,0.005,0.010,99.985,0.0,0.0,0.0,1494018639.149,
0.020,0.010,99.965,0.005,0.0,0.0,0.0,10649.600,3643.200,10194.600,0.0,0.0,179.200,199.200,0.0,0.0,0.400,2221027328.0,172535808.0,24774156288.0,1.41612474368e+11,0.0,0.0,0.0,10649.600,179.200,199.200,0.020,0.010,99.965,0.005,0.0,0.0,1494018644.149,
0.015,0.005,99.980,0.0,0.0,0.0,0.0,4915.200,4969.0,11313.200,0.0,0.0,198.400,203.600,0.0,0.0,0.0,2220978176.0,172544000.0,24774152192.0,1.41612519424e+11,0.0,0.0,0.0,4915.200,198.400,203.600,0.020,0.005,99.975,0.0,0.0,0.0,1494018649.149,
0.015,0.010,99.975,0.0,0.0,0.0,0.0,4096.0,3977.200,10499.800,0.0,0.0,173.400,180.800,0.0,0.0,0.200,2229088256.0,172552192.0,24774160384.0,1.4160439296e+11,0.0,0.0,0.0,4096.0,173.200,180.400,0.010,0.010,99.980,0.0,0.0,0.0,1494018654.149,
0.005,0.005,99.990,0.0,0.0,0.0,0.0,2457.600,5961.0,11071.800,0.0,0.0,209.400,203.800,0.0,0.0,0.0,2228027392.0,172560384.0,24774156288.0,1.41605449728e+11,0.0,0.0,0.0,2457.600,209.400,203.800,0.005,0.005,99.990,0.0,0.0,0.0,1494018659.149,
0.010,0.015,99.970,0.0,0.0,0.005,0.0,11468.800,6618.800,12205.200,0.0,0.0,239.400,243.200,0.0,0.0,0.400,2237554688.0,172576768.0,24774160384.0,1.41595901952e+11,0.0,0.0,0.0,11468.800,239.600,243.600,0.015,0.015,99.965,0.0,0.0,0.005,1494018664.149,
0.015,0.005,99.975,0.005,0.0,0.0,0.0,8192.0,3699.400,9988.400,0.0,0.0,166.800,167.200,0.0,0.0,0.0,2237681664.0,172584960.0,24774152192.0,1.41595774976e+11,0.0,0.0,0.0,8192.0,166.800,166.800,0.010,0.005,99.980,0.005,0.0,0.0,1494018669.149,
0.010,0.015,99.975,0.0,0.0,0.0,0.0,3276.800,5239.200,11477.400,0.0,0.0,193.200,198.600,0.0,0.0,0.0,2247512064.0,172593152.0,24774164480.0,1.41585924096e+11,0.0,0.0,0.0,3276.800,193.0,198.600,0.010,0.015,99.975,0.0,0.0,0.0,1494018674.149,
0.0,0.015,99.985,0.0,0.0,0.0,0.0,3276.800,3903.800,10505.600,0.0,0.0,182.200,183.0,0.0,0.0,0.400,2246840320.0,172597248.0,24774160384.0,1.4158659584e+11,0.0,0.0,0.0,3276.800,182.200,183.0,0.005,0.015,99.980,0.0,0.0,0.0,1494018679.149,
0.015,0.005,99.975,0.005,0.0,0.0,0.0,7372.800,5001.600,11376.600,0.0,0.0,197.200,222.0,0.0,0.0,0.0,2249687040.0,172609536.0,24774164480.0,1.41583732736e+11,0.0,0.0,0.0,7372.800,197.400,222.400,0.015,0.005,99.975,0.005,0.0,0.0,1494018684.149,
0.015,0.005,99.980,0.0,0.0,0.0,0.0,819.200,3839.400,9862.800,0.0,0.0,168.600,161.400,0.0,0.0,0.0,2249687040.0,172609536.0,24774164480.0,1.41583732736e+11,0.0,0.0,0.0,819.200,168.400,161.0,0.010,0.005,99.985,0.0,0.0,0.0,1494018689.149,
0.020,0.010,99.965,0.0,0.0,0.005,0.0,5734.400,7637.200,12272.200,0.0,0.0,237.400,241.200,0.0,0.0,0.0,2261196800.0,172625920.0,24774168576.0,1.41572202496e+11,0.0,0.0,0.0,5734.400,237.400,241.200,0.020,0.010,99.965,0.0,0.0,0.005,1494018694.149,
0.015,0.015,99.965,0.005,0.0,0.0,0.0,6553.600,5937.0,11426.800,0.0,0.0,222.600,205.600,0.0,0.0,0.400,2261209088.0,172630016.0,24774168576.0,1.41572186112e+11,0.0,0.0,0.0,6553.600,222.600,205.600,0.015,0.015,99.965,0.005,0.0,0.0,1494018699.149,
0.010,0.005,99.985,0.0,0.0,0.0,0.0,7372.800,3434.0,9517.800,0.0,0.0,165.200,173.800,0.0,0.0,0.0,2267467776.0,172642304.0,24774168576.0,1.41565915136e+11,0.0,0.0,0.0,7372.800,165.400,174.200,0.010,0.005,99.985,0.0,0.0,0.0,1494018704.149,
0.010,0.005,99.985,0.0,0.0,0.0,0.0,1638.400,4594.600,10885.200,0.0,0.0,177.800,185.400,0.0,0.0,0.0,2267463680.0,172642304.0,24774172672.0,1.41565915136e+11,0.0,0.0,0.0,1638.400,177.600,185.0,0.010,0.005,99.985,0.0,0.0,0.0,1494018709.149,
0.010,0.010,99.970,0.010,0.0,0.0,0.0,9830.400,3215.600,10091.800,0.0,0.0,166.0,168.800,0.0,0.0,0.0,2277552128.0,172658688.0,24774172672.0,1.41555810304e+11,0.0,0.0,0.0,9830.400,166.0,168.800,0.010,0.010,99.970,0.010,0.0,0.0,1494018714.149,
0.010,0.005,99.985,0.0,0.0,0.0,0.0,3276.800,5412.600,11894.800,0.0,0.0,206.400,214.600,0.0,0.0,0.400,2277552128.0,172666880.0,24774172672.0,1.41555802112e+11,0.0,0.0,0.0,3276.800,206.600,214.600,0.010,0.005,99.985,0.0,0.0,0.0,1494018719.149,
0.015,0.010,99.970,0.005,0.0,0.0,0.0,8192.0,3896.0,10139.0,0.0,0.0,177.0,182.800,0.0,0.0,0.0,2289262592.0,172679168.0,24774172672.0,1.4154407936e+11,0.0,0.0,0.0,8192.0,177.0,183.200,0.015,0.010,99.970,0.005,0.0,0.0,1494018724.149,
0.130,0.470,99.360,0.040,0.0,0.0,18022.400,20480.0,6469.600,11863.0,0.0,0.0,500.800,530.600,0.400,0.0,8.600,2094501888.0,1880064.0,17155043328.0,1.49528768512e+11,0.0,0.0,18022.400,20480.0,501.200,530.600,0.130,0.470,99.360,0.040,0.0,0.0,1494018729.149,
0.075,0.685,98.965,0.270,0.0,0.005,1438515.200,22937.600,6359.800,12271.200,0.0,0.0,620.400,731.400,0.200,0.200,4.800,1642229760.0,2060288.0,199561216.0,1.66936342528e+11,0.0,0.0,1438515.200,22937.600,619.800,731.0,0.080,0.685,98.960,0.270,0.0,0.005,1494018734.149,
0.020,0.010,99.970,0.0,0.0,0.0,0.0,8192.0,4289.400,10779.800,0.0,0.0,194.200,195.200,0.0,0.0,0.400,1641377792.0,2068480.0,199573504.0,1.66937174016e+11,0.0,0.0,0.0,8192.0,194.200,195.200,0.015,0.010,99.975,0.0,0.0,0.0,1494018739.149,
0.005,0.015,99.980,0.0,0.0,0.0,0.0,7372.800,3237.200,9847.0,0.0,0.0,165.200,180.400,0.0,0.0,0.0,1651425280.0,2084864.0,199565312.0,1.66927118336e+11,0.0,0.0,0.0,7372.800,165.600,180.800,0.010,0.015,99.975,0.0,0.0,0.0,1494018744.149,
0.010,0.005,99.985,0.0,0.0,0.0,0.0,0.0,2587.0,9380.400,0.0,0.0,148.600,140.800,0.0,0.0,0.0,1651417088.0,2084864.0,199573504.0,1.66927118336e+11,0.0,0.0,0.0,0.0,148.200,140.400,0.005,0.005,99.990,0.0,0.0,0.0,1494018749.149,
0.115,0.365,98.724,0.795,0.0,0.0,120424038.400,5734.400,7466.400,63494.800,0.0,0.0,1212.600,2103.800,0.200,2.600,0.0,2254905344.0,2101248.0,802439168.0,1.65720748032e+11,0.0,0.0,120686182.400,5734.400,1214.200,2106.600,0.115,0.365,98.719,0.800,0.0,0.0,1494018754.149,
0.135,0.360,98.929,0.570,0.0,0.005,105183641.600,4915.200,38724.400,36220594.0,0.0,0.0,1594.800,1889.800,0.0,0.0,0.400,2613809152.0,2109440.0,1327063040.0,1.6483721216e+11,0.0,0.0,104921497.600,4915.200,1593.400,1887.600,0.135,0.360,98.934,0.565,0.0,0.005,1494018759.149,
0.040,0.130,99.755,0.070,0.0,0.005,33841152.0,6553.600,25334.600,23602070.600,0.0,0.0,837.200,794.600,0.0,0.200,0.0,2682908672.0,2117632.0,1496817664.0,1.64598349824e+11,0.0,0.0,33841152.0,6553.600,837.200,794.400,0.040,0.130,99.755,0.070,0.0,0.005,1494018764.149,
0.050,0.230,99.555,0.155,0.0,0.010,54086860.800,4915.200,45028.400,46463030.800,0.0,0.0,1215.600,1075.400,0.0,0.400,0.0,2728656896.0,2125824.0,1766707200.0,1.64282703872e+11,0.0,0.0,54322790.400,4915.200,1216.600,1077.400,0.050,0.230,99.555,0.155,0.0,0.010,1494018769.149,
0.085,0.250,99.440,0.225,0.0,0.0,70005555.200,5734.400,35271.200,36099160.600,0.0,0.0,1175.600,1317.800,0.0,0.0,0.200,2919256064.0,2142208.0,2115960832.0,1.63742834688e+11,0.0,0.0,69769625.600,5734.400,1174.400,1315.400,0.085,0.255,99.435,0.225,0.0,0.0,1494018774.149,
0.075,0.250,99.530,0.145,0.0,0.0,56405196.800,13107.200,43819.600,47185126.400,0.0,0.0,1206.0,1126.0,0.0,0.0,0.400,2976256000.0,2158592.0,2399309824.0,1.63402469376e+11,0.0,0.0,56405196.800,13107.200,1206.0,1126.0,0.075,0.245,99.535,0.145,0.0,0.0,1494018779.149,
0.080,0.250,99.525,0.145,0.0,0.0,67682304.0,0.0,32730.800,35417097.400,0.0,0.0,1183.0,1320.800,0.0,0.0,0.0,3150094336.0,2158592.0,2737250304.0,1.6289069056e+11,0.0,0.0,67682304.0,0.0,1183.200,1321.200,0.080,0.250,99.525,0.145,0.0,0.0,1494018784.149,
0.080,0.275,99.415,0.225,0.0,0.005,78962688.0,7372.800,23272.0,23601440.400,0.0,0.0,1081.800,1427.400,0.0,0.0,0.0,3429470208.0,2174976.0,3132047360.0,1.62216501248e+11,0.0,0.0,78962688.0,7372.800,1081.600,1427.0,0.080,0.275,99.415,0.225,0.0,0.005,1494018789.149,
0.040,0.155,99.700,0.105,0.0,0.0,33841152.0,3276.800,39136.200,35394014.600,0.0,0.0,926.800,819.200,0.0,0.0,0.0,3437867008.0,2183168.0,3301748736.0,1.6203839488e+11,0.0,0.0,33841152.0,3276.800,927.400,819.200,0.040,0.155,99.700,0.105,0.0,0.0,1494018794.149,
0.050,0.230,99.595,0.125,0.0,0.0,45121536.0,11468.800,47142.400,58953259.600,0.0,0.0,1270.800,964.800,0.0,0.0,0.400,3376324608.0,2199552.0,3527356416.0,1.61874313216e+11,0.0,0.0,45121536.0,11468.800,1270.200,964.800,0.050,0.230,99.595,0.125,0.0,0.0,1494018799.149,
0.050,0.175,99.660,0.110,0.0,0.005,45121536.0,7372.800,36518.0,58768572.200,0.0,0.0,1297.400,960.200,0.0,0.0,0.0,3328176128.0,2207744.0,3752968192.0,1.61696841728e+11,0.0,0.0,45121536.0,7372.800,1297.600,960.600,0.050,0.180,99.655,0.110,0.0,0.005,1494018804.149,
0.060,0.235,99.580,0.125,0.0,0.0,56401920.0,6553.600,24282.200,35631880.400,0.0,0.0,1185.0,1134.0,0.200,0.0,0.0,3440365568.0,2215936.0,4034961408.0,1.6130265088e+11,0.0,0.0,56401920.0,6553.600,1184.800,1133.600,0.060,0.230,99.585,0.125,0.0,0.0,1494018809.149,
0.080,0.240,99.510,0.170,0.0,0.0,67682304.0,6553.600,28334.600,47191155.800,0.0,0.0,1419.800,1296.0,0.0,0.0,0.0,3568218112.0,2224128.0,4372414464.0,1.60837337088e+11,0.0,0.0,67682304.0,6553.600,1419.800,1296.0,0.080,0.240,99.510,0.170,0.0,0.0,1494018814.149,
0.060,0.190,99.665,0.085,0.0,0.0,45121536.0,7372.800,26994.800,47185615.600,0.0,0.0,1250.0,954.0,0.200,0.0,0.400,3566424064.0,2240512.0,4599017472.0,1.60612511744e+11,0.0,0.0,45121536.0,7372.800,1250.0,954.0,0.060,0.190,99.665,0.085,0.0,0.0,1494018819.149,
0.065,0.250,99.540,0.140,0.0,0.005,56401920.0,0.0,33481.0,70744924.200,0.0,0.0,1657.800,1144.400,0.0,0.0,0.0,3519234048.0,2240512.0,4880875520.0,1.60377843712e+11,0.0,0.0,56401920.0,0.0,1658.0,1144.800,0.065,0.250,99.540,0.140,0.0,0.005,1494018824.149,
0.090,0.270,99.350,0.290,0.0,0.0,90243072.0,7372.800,13758.400,20044911.200,0.0,0.0,1236.600,1648.800,0.200,0.0,0.0,3913265152.0,2256896.0,5331263488.0,1.59533408256e+11,0.0,0.0,90243072.0,7372.800,1242.0,1648.600,0.090,0.270,99.350,0.290,0.0,0.0,1494018829.149,
0.035,0.145,99.760,0.060,0.0,0.0,22560768.0,7372.800,21440.200,50746293.200,0.0,0.0,1097.800,590.400,0.0,0.0,0.0,3746881536.0,2265088.0,5445029888.0,1.5958601728e+11,0.0,0.0,22560768.0,7372.800,1092.400,590.200,0.035,0.150,99.755,0.060,0.0,0.0,1494018834.149,
0.090,0.260,99.425,0.220,0.0,0.005,78962688.0,9011.200,12028.600,23612838.600,0.0,0.0,1174.200,1460.0,0.0,0.0,0.400,4031676416.0,2281472.0,5839224832.0,1.58907011072e+11,0.0,0.0,78962688.0,9011.200,1174.200,1460.0,0.090,0.260,99.425,0.220,0.0,0.005,1494018839.149,
0.060,0.215,99.580,0.145,0.0,0.0,56401920.0,2457.600,12370.200,35390904.600,0.0,0.0,1167.400,1101.800,0.0,0.200,0.0,4142878720.0,2289664.0,6120140800.0,1.58514884608e+11,0.0,0.0,56401920.0,2457.600,1167.600,1102.600,0.060,0.215,99.580,0.145,0.0,0.0,1494018844.149,
0.015,0.060,99.890,0.035,0.0,0.0,11280384.0,6553.600,8537.800,17472318.800,0.0,0.0,503.400,368.0,0.200,0.0,0.0,4142358528.0,2297856.0,6178263040.0,1.58457274368e+11,0.0,0.0,11280384.0,6553.600,506.600,367.200,0.020,0.055,99.890,0.035,0.0,0.0,1494018849.149,
0.085,0.220,99.540,0.155,0.0,0.0,67682304.0,5734.400,13843.800,29735113.800,0.0,0.0,1159.0,1309.0,0.0,0.200,0.400,4318048256.0,2314240.0,6516580352.0,1.57943250944e+11,0.0,0.0,67682304.0,5734.400,1155.600,1309.0,0.080,0.225,99.540,0.155,0.0,0.0,1494018854.149,
0.045,0.150,99.735,0.070,0.0,0.0,33841152.0,4915.200,14904.800,47184848.800,0.0,0.0,1058.200,772.200,0.0,0.0,0.0,4261945344.0,2322432.0,6685884416.0,1.578300416e+11,0.0,0.0,33841152.0,4915.200,1058.200,772.200,0.045,0.150,99.735,0.070,0.0,0.0,1494018859.149,
0.015,0.090,99.860,0.035,0.0,0.0,13692108.800,5734.400,13329.400,35292579.400,0.0,0.0,754.200,451.400,0.200,0.0,0.0,4174299136.0,2338816.0,6753828864.0,1.57849726976e+11,0.0,0.0,13901824.0,5734.400,755.400,453.800,0.015,0.090,99.860,0.035,0.0,0.0,1494018864.149,
0.075,0.240,99.465,0.215,0.0,0.005,65270579.200,0.0,22310.600,47289254.800,0.0,0.0,1288.400,1241.200,0.200,0.200,0.0,4273840128.0,2338816.0,7080062976.0,1.57423951872e+11,0.0,0.0,65060864.0,0.0,1287.600,1238.800,0.075,0.235,99.470,0.215,0.0,0.005,1494018869.149,
0.075,0.215,99.550,0.155,0.0,0.005,62903091.200,13926.400,14713.600,35397999.800,0.0,0.0,1144.800,1247.200,0.400,0.0,0.400,4427390976.0,2355200.0,7395864576.0,1.5695458304e+11,0.0,0.0,63139020.800,13926.400,1146.0,1249.800,0.075,0.220,99.540,0.160,0.0,0.005,1494018874.149,
0.025,0.115,99.790,0.065,0.0,0.005,21774336.0,12288.0,18982.0,35387853.200,0.0,0.0,853.0,668.600,0.200,0.0,0.0,4367392768.0,2371584.0,7504375808.0,1.56906053632e+11,0.0,0.0,21826764.800,12288.0,853.200,669.200,0.025,0.115,99.795,0.060,0.0,0.005,1494018879.149,
0.085,0.255,99.510,0.150,0.0,0.0,73247948.800,1638.400,19220.600,35396838.600,0.0,0.0,1186.600,1371.600,0.400,0.0,0.0,4569276416.0,2371584.0,7870332928.0,1.56338212864e+11,0.0,0.0,72959590.400,1638.400,1184.800,1368.800,0.085,0.250,99.515,0.150,0.0,0.0,1494018884.149,
0.080,0.260,99.430,0.230,0.0,0.0,80063692.800,5734.400,15598.600,23608875.600,0.0,0.0,1188.200,1462.0,0.400,0.0,0.400,4853469184.0,2387968.0,8271319040.0,1.556530176e+11,0.0,0.0,80325836.800,5734.400,1190.0,1465.200,0.080,0.265,99.425,0.230,0.0,0.0,1494018889.149,
0.070,0.195,99.605,0.125,0.0,0.005,55300915.200,4915.200,23746.400,35392273.800,0.0,0.0,1093.400,1141.800,0.200,0.0,0.0,4969992192.0,2396160.0,8545910784.0,1.55261894656e+11,0.0,0.0,55038771.200,4915.200,1091.600,1138.200,0.070,0.190,99.610,0.125,0.0,0.005,1494018894.149,
0.050,0.155,99.700,0.090,0.0,0.005,33841152.0,2457.600,29269.200,47190802.0,0.0,0.0,1075.800,819.200,0.0,0.0,0.0,4912222208.0,2404352.0,8716361728.0,1.55149205504e+11,0.0,0.0,33841152.0,2457.600,1075.600,819.200,0.050,0.155,99.700,0.090,0.0,0.005,1494018899.149,
0.030,0.105,99.825,0.040,0.0,0.0,22560768.0,9011.200,28967.0,47193405.800,0.0,0.0,960.0,635.600,0.0,0.0,0.0,4814192640.0,2412544.0,8829165568.0,1.5513442304e+11,0.0,0.0,22560768.0,9011.200,960.200,636.0,0.030,0.105,99.825,0.040,0.0,0.0,1494018904.149,
0.065,0.220,99.565,0.140,0.0,0.010,56401920.0,11468.800,33838.400,58979793.600,0.0,0.0,1333.800,1127.200,0.200,0.0,0.400,4813074432.0,2428928.0,9109585920.0,1.54855104512e+11,0.0,0.0,56401920.0,11468.800,1333.600,1126.800,0.065,0.220,99.565,0.140,0.0,0.010,1494018909.149,
0.080,0.305,99.440,0.175,0.0,0.0,78962688.0,7372.800,36004.600,58983511.400,0.0,0.0,1619.400,1523.400,0.0,0.200,0.0,4937187328.0,2445312.0,9505853440.0,1.54334707712e+11,0.0,0.0,78962688.0,7372.800,1619.400,1523.400,0.080,0.310,99.435,0.175,0.0,0.0,1494018914.149,
0.065,0.260,99.515,0.160,0.0,0.0,67682304.0,0.0,25818.800,45962392.800,0.0,0.0,1328.600,1252.800,0.200,0.0,0.0,5106753536.0,2445312.0,9843761152.0,1.53827233792e+11,0.0,0.0,67682304.0,0.0,1328.800,1252.800,0.065,0.260,99.515,0.160,0.0,0.0,1494018919.149,
0.040,0.115,99.785,0.060,0.0,0.0,22560768.0,5734.400,27374.200,48416708.400,0.0,0.0,1003.800,574.200,0.400,0.0,0.0,4948291584.0,2461696.0,9957208064.0,1.53872232448e+11,0.0,0.0,22560768.0,5734.400,1003.800,575.0,0.040,0.110,99.790,0.060,0.0,0.0,1494018924.149,
0.045,0.140,99.735,0.080,0.0,0.0,33841152.0,4915.200,24068.600,35384999.400,0.0,0.0,946.200,743.400,0.400,0.0,0.400,4948561920.0,2469888.0,10126417920.0,1.53702744064e+11,0.0,0.0,33841152.0,4915.200,946.0,742.600,0.045,0.140,99.735,0.080,0.0,0.0,1494018929.149,
0.025,0.100,99.845,0.025,0.0,0.005,11280384.0,7372.800,35452.800,58981044.200,0.0,0.0,1051.400,419.400,0.0,0.0,0.0,4728102912.0,2486272.0,10182819840.0,1.53866784768e+11,0.0,0.0,11280384.0,7372.800,1051.400,419.400,0.025,0.100,99.845,0.025,0.0,0.005,1494018934.149,
