"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","client0.nobjs-scaling.skyhook-pg0.wisc.cloudlab.us",,,,"User:","jlefevre"
"Cmdline:","dstat -av --epoch --integer --noheaders --output 8osds.vary.nobjs.5K.client0.dstat.log 5",,,,"Date:","05 May 2017 22:03:12 CDT"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",,"procs",,,"memory usage",,,,"paging",,"dsk/total",,"system",,"total cpu usage",,,,,,"epoch"
2.806,3.251,93.887,0.015,0.0,0.040,0.0,9830.400,43917.600,5272.0,0.0,0.0,1667.400,6253.0,2.600,0.0,0.600,2691883008.0,175718400.0,1.65273690112e+11,638902272.0,0.0,0.0,0.0,9830.400,1667.200,6252.800,2.801,3.256,93.888,0.015,0.0,0.040,1494039867.213
2.986,3.216,93.747,0.015,0.0,0.035,0.0,7372.800,45818.800,7053.200,0.0,0.0,1769.0,6509.200,2.200,0.0,1.0,2693328896.0,175718400.0,1.65273690112e+11,637456384.0,0.0,0.0,0.0,7372.800,1769.400,6501.400,2.991,3.207,93.752,0.015,0.0,0.035,1494039872.213
3.226,5.030,91.684,0.030,0.0,0.030,819.200,34406.400,118578282.0,118892.0,0.0,0.0,5445.0,6908.600,4.0,0.0,5.800,3087798272.0,175730688.0,1.64846198784e+11,670466048.0,0.0,0.0,819.200,34406.400,5451.0,6910.0,3.226,5.034,91.680,0.030,0.0,0.030,1494039877.213
4.453,8.861,86.439,0.151,0.0,0.096,0.0,167936.0,709168430.800,475297.200,0.0,0.0,17443.800,12367.600,6.200,0.0,0.0,3079802880.0,175738880.0,1.64816531456e+11,708120576.0,0.0,0.0,0.0,167936.0,17438.600,12369.200,4.453,8.865,86.435,0.151,0.0,0.096,1494039882.213
4.719,8.843,86.166,0.161,0.0,0.111,0.0,136806.400,657463686.600,401617.600,0.0,0.0,18112.600,8835.400,5.400,0.200,0.0,3034165248.0,175747072.0,1.64801961984e+11,768319488.0,0.0,0.0,0.0,136806.400,18120.200,8835.400,4.719,8.843,86.166,0.161,0.0,0.111,1494039887.213
4.467,8.793,86.529,0.106,0.0,0.106,0.0,150732.800,691075441.600,403669.0,0.0,0.0,15289.800,9740.800,5.600,0.0,0.600,3094183936.0,175763456.0,1.64802166784e+11,708079616.0,0.0,0.0,0.0,150732.800,15289.400,9739.400,4.462,8.793,86.534,0.106,0.0,0.106,1494039892.213
4.290,9.003,86.445,0.136,0.0,0.126,0.0,145817.600,677300125.400,433444.200,0.0,0.0,15446.0,10693.200,6.400,0.0,0.0,3085459456.0,175779840.0,1.64787695616e+11,731258880.0,0.0,0.0,0.0,145817.600,15447.200,10695.0,4.290,9.003,86.446,0.136,0.0,0.126,1494039897.213
4.524,8.746,86.412,0.151,0.0,0.166,0.0,124518.400,665595072.800,361997.600,0.0,0.0,17381.800,10982.400,5.600,0.200,0.400,3059097600.0,175792128.0,1.64758208512e+11,787095552.0,0.0,0.0,0.0,124518.400,17378.800,10981.0,4.529,8.746,86.407,0.151,0.0,0.166,1494039902.213
4.291,8.487,86.965,0.141,0.0,0.116,0.0,176128.0,656078663.600,334466.600,0.0,0.0,15084.800,9567.800,3.800,0.0,0.0,3089240064.0,175796224.0,1.647584256e+11,756731904.0,0.0,0.0,0.0,176128.0,15081.0,9563.800,4.293,8.485,86.965,0.141,0.0,0.116,1494039907.213
4.421,8.656,86.685,0.116,0.0,0.121,0.0,151552.0,668560725.800,382075.400,0.0,0.0,15186.600,11087.200,5.400,0.0,0.0,3069915136.0,175816704.0,1.6475856896e+11,775892992.0,0.0,0.0,0.0,151552.0,15186.0,11097.200,4.419,8.658,86.686,0.116,0.0,0.121,1494039912.213
4.679,8.754,86.109,0.307,0.0,0.151,0.0,2939289.600,708045314.600,377423.800,0.0,0.0,15992.400,10912.800,5.400,0.400,0.400,3052736512.0,175849472.0,1.64758286336e+11,793321472.0,0.0,0.0,0.0,2939289.600,16003.0,10907.0,4.680,8.745,86.112,0.307,0.0,0.156,1494039917.213
4.587,8.862,86.207,0.298,0.0,0.045,0.0,2477260.800,748486796.600,459591.800,0.0,0.0,16631.200,11045.200,5.200,0.0,0.0,3043069952.0,175874048.0,1.64758491136e+11,802758656.0,0.0,0.0,0.0,2477260.800,16629.0,11049.800,4.587,8.875,86.200,0.298,0.0,0.040,1494039922.213
4.431,8.650,86.598,0.171,0.0,0.151,0.0,164659.200,662944033.200,364817.0,0.0,0.0,15132.800,11055.800,5.0,0.0,0.400,3087228928.0,175886336.0,1.6475869184e+11,758386688.0,0.0,0.0,0.0,164659.200,15129.200,11055.400,4.426,8.651,86.601,0.171,0.0,0.151,1494039927.213
4.087,8.702,86.859,0.136,0.0,0.216,0.0,134348.800,665201151.400,356630.600,0.0,0.0,15489.800,10306.600,4.0,0.200,0.0,3104468992.0,175902720.0,1.64744126464e+11,755695616.0,0.0,0.0,0.0,134348.800,15486.800,10302.400,4.092,8.692,86.863,0.136,0.0,0.216,1494039932.213
4.150,8.486,87.052,0.126,0.0,0.186,0.0,164659.200,700454795.600,359307.800,0.0,0.0,15519.0,9933.800,4.800,0.0,0.0,3047219200.0,175919104.0,1.64744339456e+11,812716032.0,0.0,0.0,0.0,164659.200,15532.400,9966.600,4.150,8.491,87.047,0.126,0.0,0.186,1494039937.213
4.350,8.902,86.491,0.146,0.0,0.111,0.0,149913.600,712552175.0,458323.600,0.0,0.0,16216.600,10804.0,6.0,0.0,0.400,3040002048.0,175919104.0,1.6474451968e+11,819752960.0,0.0,0.0,0.0,149913.600,16214.400,10824.200,4.355,8.902,86.486,0.146,0.0,0.111,1494039942.213
4.444,8.707,86.547,0.136,0.0,0.166,0.0,186777.600,692348987.600,392960.0,0.0,0.0,15490.600,11867.600,5.200,0.0,0.0,3083423744.0,175931392.0,1.64744708096e+11,776130560.0,0.0,0.0,0.0,186777.600,15481.800,11819.600,4.440,8.703,86.556,0.136,0.0,0.166,1494039947.213
4.339,8.411,86.969,0.106,0.0,0.176,0.0,119603.200,671626628.800,354386.600,0.0,0.0,14280.200,9593.800,5.200,0.200,0.0,3069186048.0,175951872.0,1.647449088e+11,790147072.0,0.0,0.0,0.0,119603.200,14281.800,9597.0,4.333,8.415,86.970,0.106,0.0,0.176,1494039952.213
4.420,8.603,86.596,0.116,0.0,0.266,0.0,172032.0,668231661.0,349962.600,0.0,0.0,14622.400,9811.200,4.800,0.0,0.400,3085889536.0,175976448.0,1.64745109504e+11,773218304.0,0.0,0.0,0.0,172032.0,14626.0,9811.600,4.424,8.602,86.592,0.116,0.0,0.266,1494039957.213
4.203,8.803,86.789,0.045,0.0,0.161,0.0,142540.800,694404333.800,358552.600,0.0,0.0,15102.600,10071.200,4.600,0.0,0.0,3100594176.0,175992832.0,1.6474527744e+11,758329344.0,0.0,0.0,0.0,142540.800,15102.0,10066.600,4.208,8.798,86.788,0.045,0.0,0.161,1494039962.213
4.030,8.659,87.054,0.050,0.0,0.206,819.200,149094.400,678714038.800,400991.600,0.0,0.0,15740.200,10788.0,5.0,0.200,0.400,3137941504.0,176021504.0,1.64730712064e+11,735518720.0,0.0,0.0,819.200,149094.400,15740.0,10786.400,4.021,8.665,87.058,0.050,0.0,0.206,1494039967.213
4.358,8.640,86.715,0.081,0.0,0.206,0.0,149913.600,694771312.200,331748.600,0.0,0.0,15643.400,9492.600,5.200,0.0,0.0,3091492864.0,176041984.0,1.64730937344e+11,781721600.0,0.0,0.0,0.0,149913.600,15641.0,9489.800,4.362,8.639,86.712,0.081,0.0,0.206,1494039972.213
4.341,8.370,87.008,0.126,0.0,0.156,0.0,171212.800,644775780.200,299515.400,0.0,0.0,14700.600,9330.0,5.600,0.0,0.0,3071827968.0,176066560.0,1.64716351488e+11,815947776.0,0.0,0.0,0.0,171212.800,14696.0,9329.800,4.341,8.370,87.008,0.126,0.0,0.156,1494039977.213
4.118,8.533,86.976,0.131,0.0,0.241,0.0,177766.400,655407383.600,323990.800,0.0,0.0,15068.800,9666.200,4.800,0.0,0.400,3132526592.0,176074752.0,1.64716552192e+11,755040256.0,0.0,0.0,0.0,177766.400,15065.600,9666.200,4.119,8.529,86.985,0.126,0.0,0.241,1494039982.213
4.174,8.614,87.020,0.025,0.0,0.166,0.0,115507.200,695082560.600,361725.400,0.0,0.0,15695.400,9091.200,4.400,0.200,0.200,3085950976.0,176078848.0,1.64687233024e+11,830930944.0,0.0,0.0,0.0,115507.200,15702.200,9099.400,4.169,8.625,87.010,0.030,0.0,0.166,1494039987.213
4.391,8.646,86.731,0.065,0.0,0.166,0.0,171212.800,685795145.400,421924.600,0.0,0.0,15608.600,10112.0,4.800,0.0,0.400,3066458112.0,176091136.0,1.64687458304e+11,850186240.0,0.0,0.0,0.0,171212.800,15620.0,10102.600,4.401,8.636,86.731,0.065,0.0,0.166,1494039992.213
4.194,8.639,86.941,0.131,0.0,0.096,0.0,144179.200,691055733.0,405902.400,0.0,0.0,15216.200,9372.0,4.800,0.0,0.0,3091353600.0,176099328.0,1.64687622144e+11,825118720.0,0.0,0.0,0.0,144179.200,15203.600,9377.800,4.183,8.644,86.946,0.131,0.0,0.096,1494039997.213
4.293,8.756,86.674,0.136,0.0,0.141,0.0,124518.400,684176329.400,377918.400,0.0,0.0,15891.200,10660.200,4.600,0.200,0.0,3073802240.0,176119808.0,1.64687802368e+11,842469376.0,0.0,0.0,0.0,124518.400,15907.600,10666.200,4.293,8.751,86.674,0.136,0.0,0.146,1494040002.213
4.354,8.487,86.596,0.357,0.0,0.206,0.0,3337420.800,645104077.0,361791.200,0.0,0.0,14405.200,11118.200,5.200,0.0,0.400,3131052032.0,176156672.0,1.6468533248e+11,787652608.0,0.0,0.0,0.0,3337420.800,14386.800,11107.0,4.354,8.492,86.596,0.357,0.0,0.201,1494040007.213
4.255,8.606,86.781,0.196,0.0,0.161,0.0,172032.0,675469697.200,366430.400,0.0,0.0,15283.600,9874.600,5.400,0.0,0.0,3069362176.0,176177152.0,1.64685504512e+11,849149952.0,0.0,0.0,0.0,172032.0,15287.600,9876.600,4.260,8.606,86.777,0.196,0.0,0.161,1494040012.213
4.315,8.651,86.777,0.116,0.0,0.141,0.0,162201.600,696451776.800,376038.400,0.0,0.0,15306.600,10128.800,4.200,0.200,0.0,3102552064.0,176189440.0,1.64685713408e+11,815738880.0,0.0,0.0,0.0,162201.600,15299.0,10133.800,4.310,8.655,86.778,0.116,0.0,0.141,1494040017.213
4.291,9.112,86.350,0.126,0.0,0.121,0.0,176128.0,729491765.200,399033.0,0.0,0.0,20128.200,9850.0,5.200,0.0,0.600,3090575360.0,176214016.0,1.64685942784e+11,827461632.0,0.0,0.0,0.0,176128.0,20129.200,9845.800,4.302,9.102,86.350,0.126,0.0,0.121,1494040022.213
4.216,8.804,86.728,0.055,0.0,0.196,0.0,171212.800,730915142.400,374706.400,0.0,0.0,16504.0,11237.200,5.400,0.0,0.0,3075088384.0,176230400.0,1.64686106624e+11,842768384.0,0.0,0.0,0.0,171212.800,16502.800,11237.0,4.211,8.804,86.733,0.055,0.0,0.196,1494040027.213
4.159,8.609,86.935,0.131,0.0,0.166,0.0,151552.0,693153739.200,378825.0,0.0,0.0,15630.600,10380.400,4.800,0.200,0.400,3070685184.0,176242688.0,1.64686311424e+11,846954496.0,0.0,0.0,0.0,151552.0,15637.200,10382.400,4.158,8.619,86.921,0.136,0.0,0.166,1494040032.213
4.305,8.861,86.557,0.080,0.0,0.196,0.0,144179.200,706180661.400,385786.400,0.0,0.0,15903.800,10635.400,5.600,0.200,0.0,3083841536.0,176259072.0,1.64686536704e+11,833556480.0,0.0,0.0,0.0,144179.200,15906.0,10629.800,4.305,8.857,86.566,0.075,0.0,0.196,1494040037.213
4.172,8.596,86.929,0.106,0.0,0.196,0.0,159744.0,692549905.400,450241.0,0.0,0.0,16078.200,10580.0,5.600,0.0,0.0,3117645824.0,176275456.0,1.64686721024e+11,799551488.0,0.0,0.0,0.0,159744.0,16072.0,10581.200,4.173,8.592,86.934,0.106,0.0,0.196,1494040042.213
4.130,8.571,87.012,0.126,0.0,0.161,0.0,139264.0,659508931.600,347878.0,0.0,0.0,15047.200,9504.400,5.400,0.0,0.400,3121041408.0,176275456.0,1.6468688896e+11,795987968.0,0.0,0.0,0.0,139264.0,15054.600,9508.800,4.130,8.571,87.007,0.126,0.0,0.166,1494040047.213
4.082,8.175,87.416,0.116,0.0,0.211,0.0,130252.800,596568120.400,248557.0,0.0,0.0,13686.800,9339.800,5.0,0.200,0.0,3150295040.0,176291840.0,1.64687077376e+11,766529536.0,0.0,0.0,0.0,130252.800,13677.400,9345.200,4.082,8.175,87.421,0.116,0.0,0.206,1494040052.213
4.059,8.249,87.379,0.161,0.0,0.151,0.0,173670.400,612077948.400,277655.0,0.0,0.0,13271.0,9430.600,4.200,0.0,0.0,3109294080.0,176312320.0,1.64687290368e+11,807297024.0,0.0,0.0,0.0,173670.400,13274.200,9422.400,4.054,8.255,87.379,0.161,0.0,0.151,1494040057.213
4.100,8.125,87.353,0.125,0.0,0.296,0.0,140083.200,613035246.600,273887.400,0.0,0.0,14067.400,10884.600,5.0,0.0,0.400,3110961152.0,176324608.0,1.64687429632e+11,805478400.0,0.0,0.0,0.0,140083.200,14065.400,10885.0,4.105,8.120,87.353,0.125,0.0,0.296,1494040062.213
3.985,8.603,87.095,0.040,0.0,0.276,0.0,113868.800,649002813.200,373274.0,0.0,0.0,14609.800,9772.400,5.600,0.200,0.0,3089829888.0,176324608.0,1.64687622144e+11,826417152.0,0.0,0.0,0.0,113868.800,14618.200,9770.600,3.980,8.608,87.095,0.040,0.0,0.276,1494040067.213
4.249,8.695,86.759,0.096,0.0,0.201,0.0,181862.400,689290539.800,373773.600,0.0,0.0,15481.400,10889.800,5.600,0.0,0.0,3080400896.0,176340992.0,1.64687835136e+11,835616768.0,0.0,0.0,0.0,181862.400,15471.600,10888.800,4.249,8.694,86.760,0.096,0.0,0.201,1494040072.213
4.206,8.457,86.985,0.065,0.0,0.287,0.0,175308.800,670468644.400,396443.400,0.0,0.0,15185.800,9823.200,4.600,0.0,0.400,3129921536.0,176365568.0,1.64673323008e+11,800583680.0,0.0,0.0,0.0,175308.800,15186.200,9831.600,4.211,8.453,86.984,0.065,0.0,0.287,1494040077.213
4.346,8.848,86.474,0.075,0.0,0.257,0.0,154828.800,656777252.600,336758.400,0.0,0.0,15051.200,11163.400,5.200,0.0,0.0,3087396864.0,176369664.0,1.6467351552e+11,842911744.0,0.0,0.0,0.0,154828.800,15062.600,11177.800,4.346,8.852,86.470,0.075,0.0,0.257,1494040082.213
4.067,8.295,87.255,0.146,0.0,0.237,0.0,145817.600,688941118.600,379659.400,0.0,0.0,15632.400,9685.0,5.400,0.200,0.0,3085070336.0,176386048.0,1.64673724416e+11,845012992.0,0.0,0.0,0.0,145817.600,15627.600,9672.200,4.062,8.296,87.260,0.146,0.0,0.237,1494040087.213
3.715,7.429,88.535,0.161,0.0,0.161,0.0,168755.200,562873662.400,260969.600,0.0,0.0,13976.200,8361.600,4.200,0.0,0.400,3167129600.0,176402432.0,1.64659204096e+11,777457664.0,0.0,0.0,0.0,168755.200,13971.600,8353.600,3.719,7.429,88.530,0.161,0.0,0.161,1494040092.213
3.237,5.587,90.941,0.085,0.0,0.150,0.0,92569.600,311228475.800,35919.600,0.0,0.0,5860.0,6089.400,4.200,0.0,0.200,3187793920.0,176422912.0,1.6465934336e+11,756633600.0,0.0,0.0,0.0,92569.600,5857.600,6090.0,3.237,5.582,90.946,0.085,0.0,0.150,1494040097.213
2.860,3.255,93.785,0.010,0.0,0.090,1638.400,11468.800,11453353.0,4295.200,0.0,0.0,1840.800,6314.400,2.0,0.0,1.400,2675277824.0,176431104.0,1.64659347456e+11,1269137408.0,0.0,0.0,1638.400,11468.800,1839.600,6313.800,2.860,3.260,93.780,0.010,0.0,0.090,1494040102.213
2.841,3.142,93.982,0.005,0.0,0.030,0.0,4096.0,41254.200,2563.600,0.0,0.0,1620.600,6406.400,2.0,0.0,0.0,2676195328.0,176439296.0,1.64659351552e+11,1268207616.0,0.0,0.0,0.0,4096.0,1621.0,6408.200,2.841,3.137,93.987,0.005,0.0,0.030,1494040107.213
3.009,3.219,93.642,0.020,0.0,0.110,0.0,13107.200,45647.800,7569.800,0.0,0.0,1743.400,6611.200,2.400,0.0,1.400,2672226304.0,176447488.0,1.64659355648e+11,1272164352.0,0.0,0.0,0.0,13107.200,1743.200,6609.800,3.009,3.214,93.647,0.020,0.0,0.110,1494040112.213
2.960,3.100,93.849,0.025,0.0,0.065,0.0,18841.600,46677.800,8664.800,0.0,0.0,1769.800,5757.200,2.800,0.0,1.600,2679160832.0,176455680.0,1.64659359744e+11,1265217536.0,0.0,0.0,0.0,18841.600,1769.800,5756.0,2.960,3.105,93.845,0.025,0.0,0.065,1494040117.213
2.935,3.145,93.820,0.025,0.0,0.075,0.0,13107.200,45186.800,6921.600,0.0,0.0,1704.200,5934.400,2.600,0.0,1.0,2671644672.0,176463872.0,1.6465936384e+11,1272721408.0,0.0,0.0,0.0,13107.200,1704.600,5933.600,2.930,3.140,93.829,0.025,0.0,0.075,1494040122.213
3.011,3.206,93.732,0.015,0.0,0.035,0.0,10649.600,45820.400,7285.600,0.0,0.0,1786.800,6710.0,2.200,0.0,1.0,2677497856.0,176472064.0,1.64659359744e+11,1266864128.0,0.0,0.0,0.0,10649.600,1785.400,6707.200,3.012,3.207,93.730,0.015,0.0,0.035,1494040127.213
3.210,5.554,91.085,0.030,0.0,0.120,0.0,31129.600,208934247.600,163726.800,0.0,0.0,6756.400,7520.400,4.400,0.0,6.400,3079618560.0,176480256.0,1.64659367936e+11,864727040.0,0.0,0.0,0.0,31129.600,6770.0,7524.200,3.209,5.562,91.079,0.030,0.0,0.120,1494040132.213
4.638,8.657,86.523,0.045,0.0,0.136,0.0,166297.600,710058303.600,476328.400,0.0,0.0,16062.0,11640.800,5.600,0.0,0.0,3064999936.0,176492544.0,1.64659576832e+11,879124480.0,0.0,0.0,0.0,166297.600,16059.200,11640.600,4.638,8.657,86.523,0.045,0.0,0.136,1494040137.213
4.456,9.038,86.380,0.045,0.0,0.081,0.0,142540.800,741111252.800,434814.0,0.0,0.0,18711.0,11594.400,5.200,0.200,0.400,3048493056.0,176517120.0,1.64659789824e+11,895393792.0,0.0,0.0,0.0,142540.800,18702.0,11594.800,4.461,9.037,86.376,0.045,0.0,0.081,1494040142.213
4.256,8.662,86.835,0.111,0.0,0.136,0.0,186777.600,689042057.400,418392.200,0.0,0.0,15744.200,11281.200,5.200,0.0,0.0,3073118208.0,176541696.0,1.6465997824e+11,870555648.0,0.0,0.0,0.0,186777.600,15744.800,11286.400,4.251,8.658,86.844,0.111,0.0,0.136,1494040147.213
4.159,8.731,86.894,0.086,0.0,0.131,0.0,152371.200,675987485.0,354586.0,0.0,0.0,15713.200,12294.800,5.0,0.200,0.0,3083948032.0,176545792.0,1.64660170752e+11,859529216.0,0.0,0.0,0.0,152371.200,15718.800,12289.400,4.164,8.730,86.890,0.086,0.0,0.131,1494040152.213
4.147,8.691,86.875,0.106,0.0,0.181,0.0,161382.400,678388174.0,369059.0,0.0,0.0,14944.0,11397.600,5.200,0.0,0.400,3092983808.0,176553984.0,1.6466038784e+11,850268160.0,0.0,0.0,0.0,161382.400,14949.0,11401.200,4.147,8.697,86.869,0.106,0.0,0.181,1494040157.213
4.287,8.705,86.762,0.070,0.0,0.176,0.0,161382.400,693625421.800,421929.600,0.0,0.0,15569.400,11130.0,4.800,0.0,0.400,3102621696.0,176558080.0,1.6466057216e+11,840441856.0,0.0,0.0,0.0,161382.400,15557.800,11126.200,4.287,8.700,86.767,0.070,0.0,0.176,1494040162.213
4.347,8.563,86.884,0.065,0.0,0.141,0.0,144179.200,713707331.800,467514.800,0.0,0.0,17111.400,12037.400,4.600,0.0,0.400,3081875456.0,176582656.0,1.64660740096e+11,860995584.0,0.0,0.0,0.0,144179.200,17112.0,12044.800,4.347,8.563,86.884,0.065,0.0,0.141,1494040167.213
4.314,9.112,86.357,0.096,0.0,0.121,0.0,124518.400,736024778.800,478312.200,0.0,0.0,17410.0,11938.800,5.400,0.200,0.0,3078922240.0,176599040.0,1.64660948992e+11,863723520.0,0.0,0.0,0.0,124518.400,17410.200,11931.0,4.314,9.117,86.353,0.096,0.0,0.121,1494040172.213
4.286,8.698,86.614,0.186,0.0,0.216,0.0,181862.400,719857759.600,485692.600,0.0,0.0,16583.200,13879.800,4.600,0.0,0.0,3074134016.0,176619520.0,1.64661170176e+11,868270080.0,0.0,0.0,0.0,181862.400,16592.800,13887.200,4.286,8.698,86.614,0.186,0.0,0.216,1494040177.213
4.327,8.448,86.933,0.136,0.0,0.156,0.0,142540.800,683730908.600,398350.600,0.0,0.0,14252.400,10417.400,5.600,0.0,0.800,3100147712.0,176627712.0,1.6466132992e+11,842088448.0,0.0,0.0,0.0,142540.800,14253.800,10418.400,4.327,8.448,86.928,0.136,0.0,0.161,1494040182.213
4.327,8.563,86.698,0.090,0.0,0.321,0.0,140083.200,659292737.200,370727.200,0.0,0.0,15186.400,10871.600,6.200,0.200,0.0,3115896832.0,176631808.0,1.64661526528e+11,826138624.0,0.0,0.0,0.0,149913.600,15188.200,10875.600,4.327,8.569,86.697,0.090,0.0,0.316,1494040187.213
4.369,8.481,86.812,0.191,0.0,0.146,0.0,175308.800,712554838.800,509423.800,0.0,0.0,17272.800,10731.0,5.400,0.0,0.200,3111272448.0,176648192.0,1.64661731328e+11,830541824.0,0.0,0.0,0.0,165478.400,17265.600,10718.400,4.369,8.472,86.822,0.192,0.0,0.146,1494040192.213
4.680,7.944,87.043,0.101,0.0,0.232,0.0,178585.600,862813376.600,802541.800,0.0,0.0,22586.0,23613.600,5.400,0.0,0.400,3135901696.0,176668672.0,1.6466192384e+11,805699584.0,0.0,0.0,0.0,178585.600,22580.600,23626.0,4.680,7.944,87.044,0.101,0.0,0.232,1494040197.213
