"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","osd0.skyhook-1osds.skyhook-pg0.wisc.cloudlab.us",,,,"User:","jlefevre"
"Cmdline:","dstat -av --epoch --integer --noheaders --output 1osd.dstat-osd0.log 5",,,,"Date:","25 Apr 2017 15:29:30 CDT"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",,"procs",,,"memory usage",,,,"paging",,"dsk/total",,"system",,"total cpu usage",,,,,,"epoch"
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw","run","blk","new","used","buff","cach","free","in","out","read","writ","int","csw","usr","sys","idl","wai","hiq","siq","epoch"
0.546,1.353,93.303,4.774,0.0,0.025,491910758.400,8192.0,22541.800,69246.400,0.0,0.0,4683.200,8441.400,0.800,7.800,0.400,5615669248.0,1904640.0,23098503168.0,1.40064116736e+11,0.0,0.0,491910758.400,8192.0,4683.200,8440.600,0.546,1.353,93.307,4.769,0.0,0.025,1493154910.821,
0.531,1.487,93.025,4.942,0.0,0.015,494994227.200,2457.600,21421.200,68190.600,0.0,0.0,4677.400,8423.800,0.600,7.200,0.0,5681016832.0,1912832.0,25575612416.0,1.37521651712e+11,0.0,0.0,494994227.200,2457.600,4677.200,8424.200,0.536,1.487,93.015,4.947,0.0,0.015,1493154915.821,
0.531,1.438,93.369,4.646,0.0,0.015,492680806.400,5734.400,22718.600,69941.800,0.0,0.0,4698.200,8462.0,1.600,5.800,0.400,5626937344.0,1921024.0,28038311936.0,1.35113023488e+11,0.0,0.0,492680806.400,5734.400,4698.0,8462.0,0.526,1.434,93.383,4.642,0.0,0.015,1493154920.821,
0.561,1.383,93.656,4.385,0.0,0.015,493971046.400,10649.600,22719.800,70120.400,0.0,0.0,4756.600,8493.0,1.0,6.800,0.800,5626818560.0,1937408.0,30506782720.0,1.32644655104e+11,0.0,0.0,493997260.800,10649.600,4757.600,8493.400,0.561,1.383,93.642,4.399,0.0,0.015,1493154925.821,
0.521,1.508,93.191,4.755,0.0,0.025,497127424.0,9830.400,22369.600,68392.0,0.0,0.0,4781.400,8538.600,0.800,7.200,0.0,5645959168.0,1945600.0,32993181696.0,1.30139107328e+11,0.0,0.0,497127424.0,9830.400,4781.200,8538.600,0.521,1.513,93.201,4.740,0.0,0.025,1493154930.821,
0.561,1.393,93.260,4.760,0.0,0.025,495570124.800,12288.0,22247.200,70019.200,0.0,0.0,5041.400,8471.800,0.400,8.200,0.400,5646475264.0,1961984.0,35471544320.0,1.27660212224e+11,0.0,0.0,495543910.400,12288.0,5040.600,8471.600,0.561,1.388,93.264,4.761,0.0,0.025,1493154935.821,
0.506,1.363,93.981,4.124,0.0,0.025,499895500.800,9830.400,21881.200,68380.800,0.0,0.0,4740.800,8537.0,0.400,8.200,0.0,5682659328.0,1978368.0,37971324928.0,1.25124231168e+11,0.0,0.0,499921715.200,9830.400,4742.0,8537.600,0.511,1.363,93.967,4.134,0.0,0.025,1493154940.821,
0.511,1.427,94.305,3.736,0.0,0.020,494920499.200,7372.800,22307.0,70219.0,0.0,0.0,4713.0,8458.400,0.600,7.0,0.400,5708574720.0,1986560.0,40444899328.0,1.22624733184e+11,0.0,0.0,494920499.200,7372.800,4712.400,8458.0,0.506,1.427,94.310,3.737,0.0,0.020,1493154945.821,
0.536,1.423,93.376,4.640,0.0,0.025,494107852.800,2457.600,22131.400,69019.400,0.0,0.0,4723.800,8493.800,0.800,7.800,0.400,5745709056.0,1994752.0,42915590144.0,1.2011689984e+11,0.0,0.0,494107852.800,2457.600,4723.800,8493.600,0.536,1.428,93.376,4.635,0.0,0.025,1493154950.821,
0.581,1.468,92.865,5.066,0.0,0.020,496560537.600,9011.200,23367.800,70572.600,0.0,0.0,4785.0,8521.800,0.800,7.400,0.800,5710270464.0,2002944.0,45398847488.0,1.17669072896e+11,0.0,0.0,496560537.600,9011.200,4785.400,8521.800,0.586,1.468,92.860,5.066,0.0,0.020,1493154955.821,
0.546,1.419,93.418,4.602,0.0,0.015,494111948.800,7372.800,23213.0,70894.0,0.0,0.0,4785.400,8501.400,0.800,7.0,0.400,5652504576.0,2019328.0,47870169088.0,1.152555008e+11,0.0,0.0,494059520.0,7372.800,4787.200,8505.400,0.541,1.414,93.423,4.607,0.0,0.015,1493154960.821,
0.527,1.354,93.090,5.014,0.0,0.015,497851596.800,13107.200,21748.400,68716.800,0.0,0.0,4733.600,8549.200,0.200,7.800,0.400,5732499456.0,2027520.0,50359218176.0,1.1268644864e+11,0.0,0.0,497904025.600,13107.200,4730.800,8545.200,0.531,1.354,93.086,5.014,0.0,0.015,1493154965.821,
0.567,1.409,92.519,5.495,0.0,0.010,492958515.200,8192.0,22959.0,71254.800,0.0,0.0,4746.200,8529.800,0.800,5.800,0.400,5665566720.0,2043904.0,52821504000.0,1.10291079168e+11,0.0,0.0,492906086.400,8192.0,4748.800,8530.200,0.567,1.414,92.519,5.490,0.0,0.010,1493154970.821,
0.566,1.408,92.306,5.689,0.0,0.030,496425369.600,12288.0,22029.0,69220.200,0.0,0.0,4955.400,8519.200,0.600,7.600,0.400,5721374720.0,2060288.0,55305433088.0,1.07751325696e+11,0.0,0.0,496477798.400,12288.0,4953.600,8519.0,0.561,1.408,92.312,5.689,0.0,0.030,1493154975.821,
0.561,1.473,92.691,5.245,0.0,0.030,493876838.400,4915.200,23089.200,70556.800,0.0,0.0,4826.800,8460.600,0.400,7.200,0.800,5732311040.0,2068480.0,57775796224.0,1.05270018048e+11,0.0,0.0,493876838.400,4915.200,4826.200,8460.400,0.561,1.468,92.700,5.241,0.0,0.030,1493154980.821,
0.506,1.473,92.540,5.466,0.0,0.015,495318630.400,10649.600,22055.0,69024.200,0.0,0.0,4724.800,8504.400,1.400,6.400,0.400,5764583424.0,2084864.0,60252323840.0,1.02761201664e+11,0.0,0.0,495397273.600,10649.600,4726.0,8506.200,0.506,1.477,92.533,5.468,0.0,0.015,1493154985.821,
0.561,1.428,92.544,5.446,0.0,0.020,496586752.0,4915.200,23303.600,69965.600,0.0,0.0,4794.800,8591.200,1.600,6.600,0.800,5713682432.0,2093056.0,62736011264.0,1.0032840704e+11,0.0,0.0,496534323.200,4915.200,4794.200,8590.0,0.566,1.428,92.537,5.448,0.0,0.020,1493154990.821,
0.591,1.277,93.965,4.147,0.0,0.020,495753625.600,10649.600,22360.600,71157.800,0.0,0.0,4722.800,8510.400,0.400,8.0,0.400,5717778432.0,2109440.0,65214746624.0,97845559296.0,0.0,0.0,495753625.600,10649.600,4723.600,8511.0,0.586,1.272,93.974,4.147,0.0,0.020,1493154995.821,
0.531,1.217,94.759,3.482,0.0,0.010,497378918.400,2457.600,22495.800,69905.800,0.0,0.0,4748.200,8540.800,1.400,7.400,0.400,5727514624.0,2109440.0,67701837824.0,95348731904.0,0.0,0.0,497405132.800,2457.600,4747.0,8540.200,0.531,1.218,94.759,3.482,0.0,0.010,1493155000.821,
0.531,1.263,94.265,3.930,0.0,0.010,495371059.200,12288.0,22337.400,69562.400,0.0,0.0,4727.600,8484.800,1.0,6.0,0.400,5744287744.0,2125824.0,70176632832.0,92857147392.0,0.0,0.0,495255552.0,12288.0,4728.400,8483.200,0.536,1.263,94.260,3.930,0.0,0.010,1493155005.821,
0.516,1.292,94.184,3.982,0.0,0.025,498191564.800,9830.400,22798.200,70240.600,0.0,0.0,4767.800,8590.800,0.400,7.600,0.400,5758500864.0,2142208.0,72667959296.0,90351591424.0,0.0,0.0,498217779.200,9830.400,4766.600,8591.600,0.511,1.293,94.193,3.978,0.0,0.025,1493155010.821,
0.536,1.262,94.184,3.998,0.0,0.020,498180915.200,10649.600,22821.600,70004.200,0.0,0.0,4759.200,8580.0,0.600,8.200,0.400,5757186048.0,2150400.0,75160141824.0,87860715520.0,0.0,0.0,498270208.0,10649.600,4759.800,8581.200,0.536,1.267,94.175,4.002,0.0,0.020,1493155015.821,
0.531,1.373,93.182,4.880,0.0,0.035,498904268.800,10649.600,23411.400,70250.600,0.0,0.0,4881.0,8584.400,1.400,7.0,0.800,5745352704.0,2166784.0,77653848064.0,85378826240.0,0.0,0.0,498799411.200,10649.600,4880.800,8583.200,0.536,1.373,93.172,4.885,0.0,0.035,1493155020.821,
0.581,1.447,92.218,5.724,0.0,0.030,495670886.400,11468.800,22564.800,70773.400,0.0,0.0,4794.600,8559.800,0.800,7.0,1.200,5776887808.0,2179072.0,80132190208.0,82868936704.0,0.0,0.0,495697100.800,11468.800,4794.200,8560.0,0.576,1.442,92.232,5.720,0.0,0.030,1493155025.821,
0.551,1.348,93.890,4.195,0.0,0.015,497505075.200,10649.600,22625.400,70010.800,0.0,0.0,4793.200,8582.400,1.200,7.0,0.800,5817643008.0,2195456.0,82623029248.0,80337326080.0,0.0,0.0,497531289.600,10649.600,4793.400,8582.600,0.551,1.348,93.890,4.195,0.0,0.015,1493155030.821,
0.571,1.343,94.343,3.718,0.0,0.025,500189593.600,18841.600,22336.400,69980.600,0.0,0.0,4808.400,8614.800,0.400,8.200,0.400,5832327168.0,2142208.0,85102526464.0,77843197952.0,0.0,0.0,500215808.0,18841.600,4808.400,8614.600,0.571,1.343,94.343,3.718,0.0,0.025,1493155035.821,
0.596,1.343,94.247,3.794,0.0,0.020,488654438.400,11468.800,22663.0,70840.400,0.0,0.0,4704.800,8393.800,0.200,7.600,0.400,5771792384.0,2166784.0,87486849024.0,75519385600.0,0.0,0.0,488680652.800,11468.800,4705.400,8394.200,0.601,1.348,94.238,3.793,0.0,0.020,1493155040.821,
0.571,1.377,94.245,3.787,0.0,0.020,496152576.0,2457.600,23036.400,70578.400,0.0,0.0,4766.0,8493.800,0.600,7.600,0.600,5744402432.0,2174976.0,89789132800.0,73244483584.0,0.0,0.0,495995289.600,2457.600,4766.0,8493.600,0.566,1.373,94.249,3.792,0.0,0.020,1493155045.820,
0.566,1.323,94.374,3.722,0.0,0.015,495597158.400,6553.600,22188.200,70334.0,0.0,0.0,4736.600,8496.600,0.800,7.0,0.400,5819621376.0,2183168.0,92268535808.0,70689853440.0,0.0,0.0,495702016.0,6553.600,4737.400,8498.400,0.571,1.323,94.374,3.717,0.0,0.015,1493155050.821,
0.591,1.383,94.108,3.908,0.0,0.010,493871104.0,7372.800,23228.400,70766.200,0.0,0.0,4789.400,8510.600,1.0,7.0,0.800,5779697664.0,2199552.0,94639448064.0,68358848512.0,0.0,0.0,493871104.0,7372.800,4788.800,8508.600,0.586,1.383,94.107,3.913,0.0,0.010,1493155055.821,
0.586,1.373,94.194,3.842,0.0,0.005,497410048.0,11468.800,22643.800,69700.800,0.0,0.0,4947.400,8544.400,0.600,7.200,0.400,5762519040.0,2207744.0,97126699008.0,65888768000.0,0.0,0.0,497383833.600,11468.800,4947.600,8546.800,0.591,1.373,94.194,3.837,0.0,0.005,1493155060.821,
0.596,1.387,93.906,4.096,0.0,0.015,498962432.0,7372.800,25563.400,70790.600,0.0,0.0,5022.400,8578.400,1.0,7.800,0.800,5794123776.0,2224128.0,99583188992.0,63400656896.0,0.0,0.0,498910003.200,7372.800,5020.800,8575.400,0.591,1.387,93.916,4.091,0.0,0.015,1493155065.821,
0.566,1.258,94.429,3.728,0.0,0.020,499376128.0,8192.0,31490.800,70145.600,0.0,0.0,4908.0,8574.200,0.400,7.200,0.0,5787066368.0,2232320.0,1.02041509888e+11,60949385216.0,0.0,0.0,499507200.0,8192.0,4909.0,8575.600,0.566,1.257,94.426,3.731,0.0,0.020,1493155070.821,
0.581,1.273,94.396,3.739,0.0,0.010,495113830.400,14745.600,22980.800,70386.800,0.0,0.0,4764.800,8519.0,0.800,6.200,0.800,5774757888.0,2248704.0,1.04518176768e+11,58485010432.0,0.0,0.0,495087616.0,14745.600,4765.400,8518.600,0.587,1.273,94.380,3.745,0.0,0.015,1493155075.821,
0.566,1.358,94.449,3.612,0.0,0.015,496943923.200,9011.200,22302.600,69100.800,0.0,0.0,4752.800,8506.600,0.400,7.600,0.400,5792645120.0,2265088.0,1.06981646336e+11,56003637248.0,0.0,0.0,496943923.200,9011.200,4752.0,8506.800,0.566,1.358,94.459,3.607,0.0,0.010,1493155080.821,
0.626,1.357,94.110,3.892,0.0,0.015,499009126.400,3276.800,22727.0,71284.200,0.0,0.0,4783.800,8548.0,0.600,7.600,0.400,5787332608.0,2265088.0,1.09456896e+11,53533700096.0,0.0,0.0,498956697.600,3276.800,4784.600,8547.600,0.621,1.358,94.114,3.892,0.0,0.015,1493155085.821,
0.546,1.342,93.925,4.162,0.0,0.025,492352307.200,10649.600,21666.400,70115.400,0.0,0.0,4703.600,8405.400,0.600,7.800,0.400,5887184896.0,2281472.0,1.11880896512e+11,51009830912.0,0.0,0.0,492378521.600,10649.600,4702.400,8405.400,0.551,1.342,93.925,4.157,0.0,0.025,1493155090.821,
0.556,1.253,94.321,3.844,0.0,0.025,494107033.600,4915.200,22689.400,69610.400,0.0,0.0,4717.600,8488.0,0.400,7.0,0.400,5850497024.0,2289664.0,1.14332573696e+11,48594833408.0,0.0,0.0,494133248.0,4915.200,4717.800,8487.800,0.551,1.258,94.317,3.848,0.0,0.025,1493155095.821,
0.636,1.408,93.195,4.730,0.0,0.030,496031334.400,13107.200,22428.600,68169.0,0.0,0.0,4756.200,8548.200,1.400,7.0,0.400,5840732160.0,2306048.0,1.1675201536e+11,46185140224.0,0.0,0.0,496005120.0,13107.200,4756.200,8548.400,0.642,1.403,93.194,4.731,0.0,0.030,1493155100.821,
0.586,1.493,93.340,4.570,0.0,0.010,494789427.200,9011.200,21457.200,68025.800,0.0,0.0,5025.400,8444.600,0.800,7.0,0.0,5880229888.0,2314240.0,1.1916787712e+11,43729772544.0,0.0,0.0,494763212.800,9011.200,5025.600,8444.200,0.581,1.499,93.339,4.571,0.0,0.010,1493155105.821,
0.616,1.513,91.718,6.113,0.0,0.040,495894528.0,3276.800,22787.600,69468.600,0.0,0.0,4778.400,8510.200,0.200,7.800,0.400,5827842048.0,2322432.0,1.21628401664e+11,41321627648.0,0.0,0.0,495868313.600,3276.800,4778.800,8510.400,0.616,1.508,91.718,6.118,0.0,0.040,1493155110.821,
0.601,1.327,92.421,5.620,0.0,0.030,500948992.0,7372.800,22343.400,70037.0,0.0,0.0,4787.800,8595.600,1.600,7.600,0.0,5827141632.0,2338816.0,1.24133699584e+11,38817013760.0,0.0,0.0,500975206.400,7372.800,4788.0,8595.400,0.601,1.327,92.421,5.620,0.0,0.030,1493155115.821,
0.596,1.477,92.554,5.333,0.0,0.040,497588633.600,4915.200,22029.600,68952.0,0.0,0.0,4756.200,8483.600,0.400,6.800,0.400,5841485824.0,2347008.0,1.26523195392e+11,36413165568.0,0.0,0.0,497614848.0,4915.200,4755.200,8483.800,0.601,1.477,92.550,5.332,0.0,0.040,1493155120.821,
0.641,1.522,91.375,6.423,0.0,0.040,498527436.800,7372.800,21277.400,69196.600,0.0,0.0,4752.200,8525.200,0.400,8.0,0.0,5885861888.0,2363392.0,1.28936882176e+11,33955086336.0,0.0,0.0,498527436.800,7372.800,4752.400,8525.200,0.641,1.522,91.379,6.418,0.0,0.040,1493155125.821,
0.586,1.548,91.266,6.569,0.0,0.030,494877900.800,1638.400,22858.800,69798.800,0.0,0.0,4763.400,8483.400,1.400,5.600,0.800,5872091136.0,2363392.0,1.31352272896e+11,31553466368.0,0.0,0.0,494877900.800,1638.400,4763.200,8483.400,0.586,1.548,91.266,6.569,0.0,0.030,1493155130.821,
0.617,1.589,90.030,7.744,0.0,0.020,494862336.0,10649.600,22463.200,69192.200,0.0,0.0,4772.0,8531.800,1.0,6.800,0.400,5868994560.0,2379776.0,1.33826772992e+11,29082046464.0,0.0,0.0,494836121.600,10649.600,4772.0,8531.800,0.617,1.589,90.025,7.749,0.0,0.020,1493155135.821,
0.601,1.604,91.475,6.310,0.0,0.010,493510656.0,9011.200,21110.600,68219.200,0.0,0.0,4738.200,8403.0,0.600,7.200,0.200,5943365632.0,2387968.0,1.36117071872e+11,26717368320.0,0.0,0.0,493541785.600,9011.200,4738.800,8403.400,0.596,1.609,91.486,6.299,0.0,0.010,1493155140.821,
0.661,1.628,91.563,6.123,0.0,0.025,495842099.200,9011.200,22483.0,70335.600,0.0,0.0,4789.800,8515.800,0.800,7.200,0.400,5891420160.0,2404352.0,1.38597638144e+11,24288731136.0,0.0,0.0,495905177.600,9011.200,4790.600,8516.800,0.666,1.623,91.560,6.126,0.0,0.025,1493155145.821,
0.375,1.011,94.943,3.660,0.0,0.010,296252211.200,4915.200,13261.0,63490.800,0.0,0.0,3195.200,5109.0,0.600,3.400,0.0,5854306304.0,2412544.0,1.40077129728e+11,22846345216.0,0.0,0.0,295895859.200,4915.200,3192.200,5104.200,0.371,1.012,94.951,3.656,0.0,0.010,1493155150.821,
